'Elapsed time','MLII','V1'
0.267,-0.595,-0.320
0.269,-0.590,-0.300
0.272,-0.580,-0.290
0.275,-0.575,-0.285
0.278,-0.565,-0.275
0.281,-0.550,-0.280
0.283,-0.550,-0.295
0.286,-0.550,-0.305
0.289,-0.550,-0.310
0.292,-0.560,-0.310
0.294,-0.550,-0.320
0.297,-0.555,-0.315
0.300,-0.555,-0.315
0.303,-0.545,-0.310
0.306,-0.520,-0.315
0.308,-0.490,-0.310
0.311,-0.465,-0.300
0.314,-0.470,-0.305
0.317,-0.460,-0.315
0.319,-0.460,-0.320
0.322,-0.445,-0.325
0.325,-0.440,-0.330
0.328,-0.440,-0.355
0.331,-0.420,-0.350
0.333,-0.410,-0.360
0.336,-0.420,-0.370
0.339,-0.415,-0.360
0.342,-0.420,-0.350
0.344,-0.425,-0.360
0.347,-0.430,-0.355
0.350,-0.445,-0.375
0.353,-0.460,-0.365
0.356,-0.480,-0.385
0.358,-0.495,-0.405
0.361,-0.515,-0.405
0.364,-0.545,-0.410
0.367,-0.550,-0.395
0.369,-0.580,-0.400
0.372,-0.590,-0.380
0.375,-0.595,-0.385
0.378,-0.600,-0.380
0.381,-0.610,-0.380
0.383,-0.625,-0.390
0.386,-0.645,-0.395
0.389,-0.660,-0.405
0.392,-0.670,-0.395
0.394,-0.685,-0.395
0.397,-0.685,-0.400
0.400,-0.695,-0.400
0.403,-0.695,-0.395
0.406,-0.695,-0.390
0.408,-0.690,-0.385
0.411,-0.695,-0.375
0.414,-0.685,-0.370
0.417,-0.700,-0.375
0.419,-0.700,-0.385
0.422,-0.700,-0.390
0.425,-0.705,-0.400
0.428,-0.705,-0.405
0.431,-0.715,-0.420
0.433,-0.715,-0.415
0.436,-0.715,-0.405
0.439,-0.715,-0.380
0.442,-0.710,-0.365
0.444,-0.700,-0.360
0.447,-0.685,-0.365
0.450,-0.680,-0.370
0.453,-0.685,-0.375
0.456,-0.685,-0.405
0.458,-0.685,-0.400
0.461,-0.690,-0.400
0.464,-0.695,-0.410
0.467,-0.680,-0.390
0.469,-0.670,-0.385
0.472,-0.650,-0.385
0.475,-0.650,-0.380
0.478,-0.645,-0.365
0.481,-0.625,-0.350
0.483,-0.635,-0.370
0.486,-0.640,-0.365
0.489,-0.640,-0.380
0.492,-0.640,-0.385
0.494,-0.630,-0.400
0.497,-0.645,-0.400
0.500,-0.640,-0.400
0.503,-0.645,-0.390
0.506,-0.635,-0.370
0.508,-0.635,-0.365
0.511,-0.625,-0.365
0.514,-0.615,-0.365
0.517,-0.615,-0.365
0.519,-0.610,-0.380
0.522,-0.620,-0.395
0.525,-0.640,-0.405
0.528,-0.640,-0.410
0.531,-0.650,-0.400
0.533,-0.650,-0.395
0.536,-0.650,-0.380
0.539,-0.645,-0.375
0.542,-0.640,-0.385
0.544,-0.645,-0.385
0.547,-0.635,-0.375
0.550,-0.645,-0.390
0.553,-0.650,-0.390
0.556,-0.655,-0.390
0.558,-0.655,-0.385
0.561,-0.680,-0.405
0.564,-0.670,-0.405
0.567,-0.680,-0.400
0.569,-0.680,-0.395
0.572,-0.680,-0.385
0.575,-0.675,-0.365
0.578,-0.670,-0.360
0.581,-0.675,-0.360
0.583,-0.670,-0.370
0.586,-0.675,-0.380
0.589,-0.675,-0.395
0.592,-0.675,-0.395
0.594,-0.685,-0.395
0.597,-0.700,-0.410
0.600,-0.705,-0.395
0.603,-0.695,-0.390
0.606,-0.705,-0.385
0.608,-0.695,-0.365
0.611,-0.690,-0.370
0.614,-0.680,-0.370
0.617,-0.685,-0.380
0.619,-0.685,-0.390
0.622,-0.690,-0.395
0.625,-0.700,-0.400
0.628,-0.705,-0.400
0.631,-0.715,-0.405
0.633,-0.725,-0.400
0.636,-0.730,-0.400
0.639,-0.725,-0.390
0.642,-0.705,-0.395
0.644,-0.710,-0.385
0.647,-0.705,-0.365
0.650,-0.705,-0.370
0.653,-0.695,-0.375
0.656,-0.710,-0.395
0.658,-0.715,-0.405
0.661,-0.720,-0.405
0.664,-0.725,-0.405
0.667,-0.730,-0.400
0.669,-0.740,-0.395
0.672,-0.730,-0.380
0.675,-0.725,-0.380
0.678,-0.730,-0.370
0.681,-0.715,-0.365
0.683,-0.720,-0.380
0.686,-0.720,-0.375
0.689,-0.710,-0.385
0.692,-0.730,-0.400
0.694,-0.755,-0.405
0.697,-0.750,-0.405
0.700,-0.750,-0.405
0.703,-0.735,-0.400
0.706,-0.740,-0.385
0.708,-0.725,-0.380
0.711,-0.725,-0.365
0.714,-0.715,-0.370
0.717,-0.710,-0.380
0.719,-0.710,-0.385
0.722,-0.710,-0.390
0.725,-0.715,-0.400
0.728,-0.710,-0.405
0.731,-0.715,-0.410
0.733,-0.710,-0.395
0.736,-0.710,-0.390
0.739,-0.700,-0.370
0.742,-0.670,-0.360
0.744,-0.655,-0.355
0.747,-0.630,-0.355
0.750,-0.620,-0.360
0.753,-0.605,-0.355
0.756,-0.605,-0.345
0.758,-0.605,-0.335
0.761,-0.600,-0.330
0.764,-0.590,-0.340
0.767,-0.580,-0.350
0.769,-0.570,-0.365
0.772,-0.570,-0.380
0.775,-0.580,-0.400
0.778,-0.605,-0.415
0.781,-0.600,-0.420
0.783,-0.610,-0.410
0.786,-0.620,-0.425
0.789,-0.615,-0.430
0.792,-0.635,-0.425
0.794,-0.640,-0.435
0.797,-0.650,-0.430
0.800,-0.660,-0.420
0.803,-0.670,-0.405
0.806,-0.690,-0.380
0.808,-0.695,-0.375
0.811,-0.700,-0.370
0.814,-0.700,-0.365
0.817,-0.700,-0.385
0.819,-0.710,-0.395
0.822,-0.715,-0.405
0.825,-0.720,-0.405
0.828,-0.725,-0.420
0.831,-0.725,-0.420
0.833,-0.725,-0.420
0.836,-0.730,-0.405
0.839,-0.705,-0.400
0.842,-0.695,-0.390
0.844,-0.680,-0.375
0.847,-0.630,-0.380
0.850,-0.590,-0.365
0.853,-0.515,-0.340
0.856,-0.360,-0.300
0.858,-0.100,-0.260
0.861,0.245,-0.220
0.864,0.675,-0.215
0.867,1.070,-0.250
0.869,1.355,-0.345
0.872,1.450,-0.470
0.875,1.300,-0.655
0.878,0.860,-0.835
0.881,0.220,-1.020
0.883,-0.420,-1.150
0.886,-1.060,-1.200
0.889,-1.485,-1.170
0.892,-1.520,-1.070
0.894,-1.345,-0.950
0.897,-1.115,-0.835
0.900,-0.940,-0.720
0.903,-0.825,-0.625
0.906,-0.815,-0.560
0.908,-0.830,-0.515
0.911,-0.835,-0.480
0.914,-0.845,-0.450
0.917,-0.835,-0.435
0.919,-0.840,-0.415
0.922,-0.835,-0.395
0.925,-0.830,-0.400
0.928,-0.840,-0.390
0.931,-0.845,-0.390
0.933,-0.860,-0.385
0.936,-0.865,-0.380
0.939,-0.855,-0.375
0.942,-0.875,-0.345
0.944,-0.865,-0.335
0.947,-0.850,-0.320
0.950,-0.845,-0.325
0.953,-0.845,-0.335
0.956,-0.850,-0.350
0.958,-0.840,-0.365
0.961,-0.840,-0.360
0.964,-0.845,-0.360
0.967,-0.840,-0.345
0.969,-0.835,-0.340
0.972,-0.830,-0.325
0.975,-0.815,-0.330
0.978,-0.805,-0.310
0.981,-0.795,-0.315
0.983,-0.775,-0.325
0.986,-0.785,-0.330
0.989,-0.800,-0.330
0.992,-0.795,-0.330
0.994,-0.795,-0.335
0.997,-0.790,-0.340
1.000,-0.780,-0.340
1.003,-0.775,-0.330
1.006,-0.775,-0.325
1.008,-0.775,-0.315
1.011,-0.760,-0.315
1.014,-0.740,-0.300
1.017,-0.735,-0.305
1.019,-0.735,-0.295
1.022,-0.730,-0.305
1.025,-0.730,-0.310
1.028,-0.720,-0.330
1.031,-0.730,-0.335
1.033,-0.730,-0.330
1.036,-0.730,-0.335
1.039,-0.710,-0.310
1.042,-0.705,-0.305
1.044,-0.690,-0.295
1.047,-0.670,-0.300
1.050,-0.655,-0.305
1.053,-0.655,-0.310
1.056,-0.650,-0.320
1.058,-0.650,-0.320
1.061,-0.660,-0.320
1.064,-0.655,-0.325
1.067,-0.635,-0.315
1.069,-0.640,-0.320
1.072,-0.635,-0.310
1.075,-0.610,-0.315
1.078,-0.605,-0.295
1.081,-0.590,-0.290
1.083,-0.595,-0.285
1.086,-0.585,-0.285
1.089,-0.570,-0.290
1.092,-0.570,-0.310
1.094,-0.575,-0.320
1.097,-0.575,-0.330
1.100,-0.585,-0.320
1.103,-0.585,-0.305
1.106,-0.575,-0.290
1.108,-0.575,-0.285
1.111,-0.555,-0.290
1.114,-0.545,-0.285
1.117,-0.535,-0.285
1.119,-0.525,-0.295
1.122,-0.520,-0.305
1.125,-0.525,-0.305
1.128,-0.525,-0.320
1.131,-0.505,-0.320
1.133,-0.515,-0.315
1.136,-0.495,-0.315
1.139,-0.475,-0.310
1.142,-0.465,-0.315
1.144,-0.445,-0.315
1.147,-0.435,-0.310
1.150,-0.420,-0.335
1.153,-0.410,-0.310
1.156,-0.400,-0.345
1.158,-0.395,-0.350
1.161,-0.405,-0.365
1.164,-0.415,-0.380
1.167,-0.415,-0.395
1.169,-0.420,-0.395
1.172,-0.440,-0.395
1.175,-0.440,-0.385
1.178,-0.460,-0.380
1.181,-0.470,-0.370
1.183,-0.480,-0.370
1.186,-0.500,-0.375
1.189,-0.510,-0.390
1.192,-0.545,-0.400
1.194,-0.575,-0.420
1.197,-0.590,-0.415
1.200,-0.610,-0.405
1.203,-0.625,-0.395
1.206,-0.645,-0.395
1.208,-0.640,-0.390
1.211,-0.640,-0.390
1.214,-0.630,-0.375
1.217,-0.630,-0.390
1.219,-0.645,-0.385
1.222,-0.650,-0.400
1.225,-0.660,-0.410
1.228,-0.680,-0.400
1.231,-0.705,-0.400
1.233,-0.710,-0.405
1.236,-0.705,-0.400
1.239,-0.700,-0.395
1.242,-0.695,-0.395
1.244,-0.700,-0.390
1.247,-0.680,-0.395
1.250,-0.690,-0.380
1.253,-0.700,-0.380
1.256,-0.705,-0.385
1.258,-0.705,-0.385
1.261,-0.725,-0.400
1.264,-0.720,-0.410
1.267,-0.720,-0.405
1.269,-0.705,-0.400
1.272,-0.690,-0.390
1.275,-0.685,-0.385
1.278,-0.680,-0.380
1.281,-0.670,-0.370
1.283,-0.670,-0.380
1.286,-0.660,-0.380
1.289,-0.660,-0.390
1.292,-0.665,-0.395
1.294,-0.660,-0.395
1.297,-0.670,-0.400
1.300,-0.665,-0.395
1.303,-0.660,-0.385
1.306,-0.645,-0.385
1.308,-0.630,-0.395
1.311,-0.625,-0.385
1.314,-0.625,-0.380
1.317,-0.615,-0.375
1.319,-0.630,-0.380
1.322,-0.625,-0.370
1.325,-0.640,-0.380
1.328,-0.630,-0.385
1.331,-0.630,-0.405
1.333,-0.635,-0.405
1.336,-0.630,-0.400
1.339,-0.620,-0.395
1.342,-0.625,-0.380
1.344,-0.630,-0.365
1.347,-0.615,-0.360
1.350,-0.610,-0.375
1.353,-0.615,-0.380
1.356,-0.620,-0.385
1.358,-0.625,-0.395
1.361,-0.640,-0.400
1.364,-0.645,-0.400
1.367,-0.650,-0.395
1.369,-0.650,-0.390
1.372,-0.645,-0.375
1.375,-0.645,-0.375
1.378,-0.640,-0.380
1.381,-0.630,-0.380
1.383,-0.635,-0.380
1.386,-0.650,-0.385
1.389,-0.655,-0.380
1.392,-0.675,-0.395
1.394,-0.695,-0.390
1.397,-0.685,-0.395
1.400,-0.695,-0.385
1.403,-0.705,-0.390
1.406,-0.705,-0.390
1.408,-0.690,-0.385
1.411,-0.685,-0.375
1.414,-0.685,-0.365
1.417,-0.680,-0.380
1.419,-0.680,-0.375
1.422,-0.700,-0.380
1.425,-0.710,-0.385
1.428,-0.720,-0.400
1.431,-0.720,-0.405
1.433,-0.725,-0.405
1.436,-0.725,-0.395
1.439,-0.730,-0.395
1.442,-0.740,-0.380
1.444,-0.715,-0.375
1.447,-0.710,-0.365
1.450,-0.710,-0.370
1.453,-0.715,-0.380
1.456,-0.715,-0.390
1.458,-0.725,-0.395
1.461,-0.740,-0.410
1.464,-0.755,-0.405
1.467,-0.755,-0.385
1.469,-0.745,-0.375
1.472,-0.750,-0.375
1.475,-0.740,-0.365
1.478,-0.730,-0.380
1.481,-0.725,-0.370
1.483,-0.710,-0.380
1.486,-0.715,-0.370
1.489,-0.730,-0.380
1.492,-0.740,-0.380
1.494,-0.755,-0.390
1.497,-0.750,-0.410
1.500,-0.755,-0.400
1.503,-0.760,-0.395
1.506,-0.760,-0.405
1.508,-0.750,-0.385
1.511,-0.755,-0.380
1.514,-0.740,-0.370
1.517,-0.730,-0.375
1.519,-0.715,-0.375
1.522,-0.715,-0.395
1.525,-0.725,-0.400
1.528,-0.730,-0.415
1.531,-0.740,-0.395
1.533,-0.745,-0.390
1.536,-0.755,-0.385
1.539,-0.745,-0.385
1.542,-0.735,-0.365
1.544,-0.745,-0.370
1.547,-0.730,-0.365
1.550,-0.730,-0.375
1.553,-0.725,-0.390
1.556,-0.720,-0.385
1.558,-0.725,-0.385
1.561,-0.725,-0.390
1.564,-0.735,-0.390
1.567,-0.725,-0.380
1.569,-0.710,-0.400
1.572,-0.695,-0.380
1.575,-0.680,-0.385
1.578,-0.665,-0.365
1.581,-0.650,-0.340
1.583,-0.640,-0.345
1.586,-0.630,-0.330
1.589,-0.615,-0.335
1.592,-0.610,-0.340
1.594,-0.600,-0.335
1.597,-0.595,-0.355
1.600,-0.600,-0.350
1.603,-0.600,-0.360
1.606,-0.600,-0.370
1.608,-0.605,-0.365
1.611,-0.625,-0.390
1.614,-0.630,-0.395
1.617,-0.635,-0.405
1.619,-0.645,-0.420
1.622,-0.645,-0.430
1.625,-0.635,-0.430
1.628,-0.645,-0.425
1.631,-0.655,-0.420
1.633,-0.670,-0.410
1.636,-0.660,-0.405
1.639,-0.680,-0.380
1.642,-0.695,-0.375
1.644,-0.705,-0.370
1.647,-0.710,-0.380
1.650,-0.720,-0.365
1.653,-0.730,-0.385
1.656,-0.735,-0.385
1.658,-0.740,-0.405
1.661,-0.750,-0.415
1.664,-0.740,-0.410
1.667,-0.745,-0.410
1.669,-0.715,-0.420
1.672,-0.700,-0.405
1.675,-0.665,-0.380
1.678,-0.625,-0.360
1.681,-0.560,-0.350
1.683,-0.470,-0.335
1.686,-0.325,-0.305
1.689,-0.075,-0.285
1.692,0.230,-0.260
1.694,0.625,-0.235
1.697,0.995,-0.245
1.700,1.295,-0.290
1.703,1.440,-0.370
1.706,1.405,-0.510
1.708,1.160,-0.655
1.711,0.675,-0.810
1.714,0.035,-0.970
1.717,-0.605,-1.085
1.719,-1.245,-1.115
1.722,-1.590,-1.085
1.725,-1.585,-0.990
1.728,-1.375,-0.880
1.731,-1.165,-0.785
1.733,-0.985,-0.680
1.736,-0.885,-0.605
1.739,-0.855,-0.545
1.742,-0.870,-0.505
1.744,-0.885,-0.480
1.747,-0.885,-0.435
1.750,-0.870,-0.415
1.753,-0.840,-0.400
1.756,-0.835,-0.400
1.758,-0.835,-0.395
1.761,-0.845,-0.410
1.764,-0.860,-0.410
1.767,-0.875,-0.400
1.769,-0.890,-0.385
1.772,-0.880,-0.360
1.775,-0.875,-0.340
1.778,-0.865,-0.340
1.781,-0.855,-0.340
1.783,-0.835,-0.340
1.786,-0.845,-0.345
1.789,-0.850,-0.355
1.792,-0.860,-0.355
1.794,-0.865,-0.350
1.797,-0.870,-0.360
1.800,-0.860,-0.345
1.803,-0.860,-0.345
1.806,-0.850,-0.340
1.808,-0.835,-0.335
1.811,-0.825,-0.330
1.814,-0.810,-0.335
1.817,-0.800,-0.330
1.819,-0.800,-0.320
1.822,-0.805,-0.325
1.825,-0.810,-0.325
1.828,-0.815,-0.330
1.831,-0.810,-0.345
1.833,-0.805,-0.335
1.836,-0.800,-0.340
1.839,-0.790,-0.345
1.842,-0.780,-0.330
1.844,-0.775,-0.330
1.847,-0.760,-0.315
1.850,-0.755,-0.310
1.853,-0.745,-0.315
1.856,-0.745,-0.325
1.858,-0.730,-0.330
1.861,-0.720,-0.340
1.864,-0.725,-0.330
1.867,-0.730,-0.340
1.869,-0.715,-0.335
1.872,-0.715,-0.310
1.875,-0.705,-0.290
1.878,-0.705,-0.300
1.881,-0.685,-0.300
1.883,-0.685,-0.315
1.886,-0.675,-0.325
1.889,-0.675,-0.325
1.892,-0.675,-0.315
1.894,-0.675,-0.320
1.897,-0.670,-0.315
1.900,-0.665,-0.315
1.903,-0.650,-0.305
1.906,-0.640,-0.315
1.908,-0.630,-0.305
1.911,-0.625,-0.320
1.914,-0.615,-0.300
1.917,-0.615,-0.300
1.919,-0.610,-0.300
1.922,-0.600,-0.285
1.925,-0.600,-0.310
1.928,-0.610,-0.315
1.931,-0.605,-0.325
1.933,-0.605,-0.330
1.936,-0.595,-0.315
1.939,-0.605,-0.310
1.942,-0.605,-0.290
1.944,-0.595,-0.275
1.947,-0.575,-0.265
1.950,-0.565,-0.280
1.953,-0.565,-0.290
1.956,-0.575,-0.285
1.958,-0.575,-0.310
1.961,-0.580,-0.320
1.964,-0.585,-0.315
1.967,-0.585,-0.315
1.969,-0.570,-0.300
1.972,-0.560,-0.295
1.975,-0.550,-0.285
1.978,-0.540,-0.290
1.981,-0.520,-0.290
1.983,-0.495,-0.290
1.986,-0.485,-0.290
1.989,-0.490,-0.315
1.992,-0.490,-0.315
1.994,-0.470,-0.315
1.997,-0.475,-0.325
2.000,-0.480,-0.325
2.003,-0.470,-0.345
2.006,-0.440,-0.340
2.008,-0.420,-0.340
2.011,-0.430,-0.345
2.014,-0.420,-0.350
2.017,-0.435,-0.355
2.019,-0.455,-0.360
2.022,-0.485,-0.370
2.025,-0.505,-0.370
2.028,-0.515,-0.390
2.031,-0.530,-0.390
2.033,-0.555,-0.395
2.036,-0.585,-0.395
2.039,-0.595,-0.375
2.042,-0.620,-0.365
2.044,-0.605,-0.370
2.047,-0.615,-0.370
2.050,-0.620,-0.370
2.053,-0.630,-0.390
2.056,-0.635,-0.395
2.058,-0.645,-0.395
2.061,-0.665,-0.410
2.064,-0.680,-0.400
2.067,-0.690,-0.400
2.069,-0.705,-0.380
2.072,-0.705,-0.380
2.075,-0.710,-0.375
2.078,-0.715,-0.375
2.081,-0.705,-0.375
2.083,-0.695,-0.390
2.086,-0.715,-0.385
2.089,-0.710,-0.390
2.092,-0.715,-0.395
2.094,-0.730,-0.400
2.097,-0.725,-0.410
2.100,-0.730,-0.400
2.103,-0.720,-0.385
2.106,-0.720,-0.385
2.108,-0.720,-0.370
2.111,-0.705,-0.360
2.114,-0.695,-0.355
2.117,-0.690,-0.375
2.119,-0.690,-0.365
2.122,-0.680,-0.395
2.125,-0.675,-0.395
2.128,-0.675,-0.405
2.131,-0.680,-0.405
2.133,-0.680,-0.390
2.136,-0.680,-0.385
2.139,-0.675,-0.370
2.142,-0.670,-0.360
2.144,-0.660,-0.365
2.147,-0.645,-0.355
2.150,-0.635,-0.370
2.153,-0.635,-0.385
2.156,-0.640,-0.375
2.158,-0.650,-0.385
2.161,-0.655,-0.390
2.164,-0.655,-0.380
2.167,-0.650,-0.385
2.169,-0.645,-0.380
2.172,-0.640,-0.385
2.175,-0.625,-0.365
2.178,-0.605,-0.370
2.181,-0.600,-0.360
2.183,-0.595,-0.355
2.186,-0.610,-0.350
2.189,-0.610,-0.365
2.192,-0.625,-0.370
2.194,-0.630,-0.385
2.197,-0.635,-0.400
2.200,-0.650,-0.400
2.203,-0.655,-0.385
2.206,-0.645,-0.385
2.208,-0.650,-0.375
2.211,-0.640,-0.355
2.214,-0.640,-0.365
2.217,-0.625,-0.360
2.219,-0.620,-0.365
2.222,-0.620,-0.395
2.225,-0.635,-0.395
2.228,-0.645,-0.405
2.231,-0.660,-0.405
2.233,-0.675,-0.395
2.236,-0.685,-0.385
2.239,-0.685,-0.375
2.242,-0.680,-0.370
2.244,-0.675,-0.365
2.247,-0.680,-0.370
2.250,-0.675,-0.370
2.253,-0.675,-0.370
2.256,-0.690,-0.385
2.258,-0.695,-0.380
2.261,-0.695,-0.385
2.264,-0.695,-0.385
2.267,-0.695,-0.395
2.269,-0.705,-0.405
2.272,-0.715,-0.390
2.275,-0.715,-0.385
2.278,-0.700,-0.375
2.281,-0.695,-0.370
2.283,-0.700,-0.370
2.286,-0.700,-0.360
2.289,-0.715,-0.365
2.292,-0.725,-0.390
2.294,-0.720,-0.400
2.297,-0.725,-0.405
2.300,-0.750,-0.405
2.303,-0.745,-0.395
2.306,-0.730,-0.380
2.308,-0.730,-0.370
2.311,-0.730,-0.365
2.314,-0.705,-0.350
2.317,-0.720,-0.365
2.319,-0.720,-0.385
2.322,-0.720,-0.385
2.325,-0.730,-0.395
2.328,-0.735,-0.395
2.331,-0.745,-0.390
2.333,-0.745,-0.390
2.336,-0.740,-0.390
2.339,-0.740,-0.390
2.342,-0.740,-0.390
2.344,-0.735,-0.380
2.347,-0.725,-0.365
2.350,-0.725,-0.365
2.353,-0.720,-0.365
2.356,-0.730,-0.375
2.358,-0.730,-0.385
2.361,-0.745,-0.395
2.364,-0.745,-0.400
2.367,-0.755,-0.400
2.369,-0.750,-0.400
2.372,-0.750,-0.390
2.375,-0.755,-0.380
2.378,-0.735,-0.370
2.381,-0.710,-0.355
2.383,-0.710,-0.360
2.386,-0.705,-0.375
2.389,-0.710,-0.375
2.392,-0.720,-0.385
2.394,-0.720,-0.395
2.397,-0.735,-0.410
2.400,-0.745,-0.395
2.403,-0.730,-0.395
2.406,-0.720,-0.380
2.408,-0.710,-0.380
2.411,-0.705,-0.370
2.414,-0.680,-0.375
2.417,-0.665,-0.365
2.419,-0.650,-0.370
2.422,-0.650,-0.370
2.425,-0.640,-0.375
2.428,-0.620,-0.360
2.431,-0.625,-0.365
2.433,-0.610,-0.350
2.436,-0.595,-0.345
2.439,-0.595,-0.340
2.442,-0.575,-0.330
2.444,-0.565,-0.340
2.447,-0.560,-0.350
2.450,-0.575,-0.360
2.453,-0.595,-0.385
2.456,-0.605,-0.405
2.458,-0.625,-0.430
2.461,-0.635,-0.435
2.464,-0.640,-0.445
2.467,-0.640,-0.430
2.469,-0.635,-0.420
2.472,-0.640,-0.415
2.475,-0.640,-0.400
2.478,-0.650,-0.385
2.481,-0.665,-0.380
2.483,-0.665,-0.380
2.486,-0.685,-0.375
2.489,-0.710,-0.390
2.492,-0.720,-0.390
2.494,-0.740,-0.390
2.497,-0.745,-0.400
2.500,-0.745,-0.415
2.503,-0.730,-0.405
2.506,-0.715,-0.395
2.508,-0.705,-0.395
2.511,-0.710,-0.395
2.514,-0.695,-0.385
2.517,-0.660,-0.375
2.519,-0.630,-0.375
2.522,-0.585,-0.370
2.525,-0.530,-0.360
2.528,-0.430,-0.350
2.531,-0.250,-0.340
2.533,0.010,-0.280
2.536,0.340,-0.250
2.539,0.745,-0.215
2.542,1.140,-0.225
2.544,1.390,-0.300
2.547,1.480,-0.405
2.550,1.330,-0.570
2.553,0.890,-0.745
2.556,0.250,-0.915
2.558,-0.390,-1.050
2.561,-1.030,-1.095
2.564,-1.670,-1.055
2.567,-1.700,-0.970
2.569,-1.495,-0.865
2.572,-1.220,-0.755
2.575,-0.990,-0.660
2.578,-0.870,-0.580
2.581,-0.825,-0.525
2.583,-0.840,-0.500
2.586,-0.865,-0.460
2.589,-0.875,-0.455
2.592,-0.865,-0.435
2.594,-0.835,-0.425
2.597,-0.820,-0.430
2.600,-0.815,-0.410
2.603,-0.830,-0.400
2.606,-0.835,-0.390
2.608,-0.835,-0.365
2.611,-0.840,-0.345
2.614,-0.840,-0.340
2.617,-0.830,-0.360
2.619,-0.825,-0.355
2.622,-0.830,-0.360
2.625,-0.845,-0.365
2.628,-0.845,-0.370
2.631,-0.840,-0.355
2.633,-0.840,-0.355
2.636,-0.830,-0.350
2.639,-0.825,-0.345
2.642,-0.800,-0.355
2.644,-0.795,-0.345
2.647,-0.785,-0.325
2.650,-0.780,-0.330
2.653,-0.795,-0.320
2.656,-0.800,-0.325
2.658,-0.800,-0.320
2.661,-0.790,-0.330
2.664,-0.785,-0.350
2.667,-0.790,-0.355
2.669,-0.785,-0.345
2.672,-0.790,-0.350
2.675,-0.770,-0.345
2.678,-0.765,-0.320
2.681,-0.755,-0.305
2.683,-0.745,-0.310
2.686,-0.725,-0.325
2.689,-0.725,-0.330
2.692,-0.725,-0.340
2.694,-0.730,-0.335
2.697,-0.730,-0.350
2.700,-0.725,-0.345
2.703,-0.715,-0.335
2.706,-0.705,-0.315
2.708,-0.695,-0.330
2.711,-0.685,-0.320
2.714,-0.670,-0.320
2.717,-0.660,-0.320
2.719,-0.645,-0.325
2.722,-0.640,-0.320
2.725,-0.645,-0.315
2.728,-0.650,-0.305
2.731,-0.640,-0.330
2.733,-0.640,-0.330
2.736,-0.635,-0.335
2.739,-0.620,-0.335
2.742,-0.615,-0.320
2.744,-0.620,-0.310
2.747,-0.610,-0.295
2.750,-0.600,-0.295
2.753,-0.605,-0.295
2.756,-0.595,-0.310
2.758,-0.595,-0.310
2.761,-0.595,-0.325
2.764,-0.595,-0.335
2.767,-0.590,-0.330
2.769,-0.580,-0.325
2.772,-0.570,-0.320
