'Elapsed time','V5','V2'
0.256,-0.230,-0.225
0.258,-0.215,-0.235
0.261,-0.225,-0.255
0.264,-0.225,-0.250
0.267,-0.205,-0.245
0.269,-0.165,-0.225
0.272,-0.135,-0.230
0.275,-0.135,-0.220
0.278,-0.145,-0.220
0.281,-0.165,-0.230
0.283,-0.170,-0.210
0.286,-0.170,-0.205
0.289,-0.185,-0.215
0.292,-0.205,-0.195
0.294,-0.225,-0.160
0.297,-0.230,-0.080
0.300,-0.195,0.145
0.303,-0.155,0.530
0.306,-0.120,0.805
0.308,-0.070,0.735
0.311,-0.005,0.485
0.314,0.215,0.285
0.317,0.575,0.240
0.319,0.845,0.220
0.322,0.800,0.155
0.325,0.525,0.100
0.328,0.275,0.035
0.331,0.180,-0.065
0.333,0.195,-0.155
0.336,0.230,-0.270
0.339,0.255,-0.415
0.342,0.280,-0.595
0.344,0.285,-0.765
0.347,0.300,-0.945
0.350,0.320,-1.060
0.353,0.340,-1.155
0.356,0.355,-1.240
0.358,0.345,-1.345
0.361,0.330,-1.455
0.364,0.320,-1.605
0.367,0.340,-1.755
0.369,0.380,-1.930
0.372,0.400,-2.100
0.375,0.410,-2.235
0.378,0.395,-2.360
0.381,0.365,-2.490
0.383,0.335,-2.595
0.386,0.310,-2.700
0.389,0.260,-2.790
0.392,0.195,-2.860
0.394,0.125,-2.930
0.397,0.050,-3.005
0.400,-0.035,-3.045
0.403,-0.130,-3.065
0.406,-0.250,-3.095
0.408,-0.355,-3.130
0.411,-0.420,-3.155
0.414,-0.435,-3.155
0.417,-0.395,-3.145
0.419,-0.380,-3.095
0.422,-0.390,-3.030
0.425,-0.405,-2.955
0.428,-0.440,-2.825
0.431,-0.465,-2.690
0.433,-0.470,-2.525
0.436,-0.460,-2.345
0.439,-0.435,-2.150
0.442,-0.420,-1.940
0.444,-0.405,-1.710
0.447,-0.380,-1.475
0.450,-0.340,-1.240
0.453,-0.310,-0.995
0.456,-0.295,-0.800
0.458,-0.305,-0.610
0.461,-0.310,-0.445
0.464,-0.320,-0.280
0.467,-0.320,-0.085
0.469,-0.310,0.065
0.472,-0.310,0.220
0.475,-0.305,0.350
0.478,-0.290,0.460
0.481,-0.290,0.555
0.483,-0.265,0.635
0.486,-0.260,0.690
0.489,-0.240,0.740
0.492,-0.245,0.775
0.494,-0.240,0.825
0.497,-0.235,0.850
0.500,-0.215,0.905
0.503,-0.200,0.945
0.506,-0.195,0.970
0.508,-0.205,1.005
0.511,-0.215,1.045
0.514,-0.200,1.070
0.517,-0.200,1.125
0.519,-0.190,1.170
0.522,-0.190,1.195
0.525,-0.190,1.235
0.528,-0.185,1.250
0.531,-0.195,1.305
0.533,-0.185,1.355
0.536,-0.175,1.400
0.539,-0.165,1.435
0.542,-0.170,1.465
0.544,-0.170,1.505
0.547,-0.160,1.550
0.550,-0.150,1.605
0.553,-0.140,1.650
0.556,-0.135,1.680
0.558,-0.135,1.710
0.561,-0.150,1.730
0.564,-0.150,1.780
0.567,-0.140,1.830
0.569,-0.130,1.865
0.572,-0.120,1.890
0.575,-0.120,1.900
0.578,-0.115,1.920
0.581,-0.115,1.930
0.583,-0.100,1.950
0.586,-0.090,1.975
0.589,-0.085,1.955
0.592,-0.080,1.960
0.594,-0.090,1.955
0.597,-0.090,1.940
0.600,-0.080,1.945
0.603,-0.060,1.925
0.606,-0.060,1.895
0.608,-0.050,1.855
0.611,-0.045,1.820
0.614,-0.070,1.780
0.617,-0.055,1.760
0.619,-0.055,1.715
0.622,-0.040,1.655
0.625,-0.040,1.605
0.628,-0.045,1.535
0.631,-0.050,1.470
0.633,-0.050,1.430
0.636,-0.050,1.360
0.639,-0.050,1.300
0.642,-0.050,1.235
0.644,-0.050,1.155
0.647,-0.065,1.085
0.650,-0.065,1.030
0.653,-0.065,0.980
0.656,-0.070,0.910
0.658,-0.070,0.835
0.661,-0.090,0.760
0.664,-0.105,0.715
0.667,-0.105,0.655
0.669,-0.105,0.615
0.672,-0.110,0.555
0.675,-0.110,0.495
0.678,-0.140,0.445
0.681,-0.150,0.400
0.683,-0.150,0.365
0.686,-0.155,0.325
0.689,-0.150,0.275
0.692,-0.155,0.235
0.694,-0.185,0.185
0.697,-0.185,0.160
0.700,-0.180,0.150
0.703,-0.185,0.135
0.706,-0.175,0.100
0.708,-0.190,0.075
0.711,-0.205,0.045
0.714,-0.225,0.020
0.717,-0.220,0.030
0.719,-0.205,0.020
0.722,-0.200,0.000
0.725,-0.215,-0.015
0.728,-0.225,-0.020
0.731,-0.225,-0.035
0.733,-0.230,-0.035
0.736,-0.230,-0.040
0.739,-0.225,-0.050
0.742,-0.225,-0.070
0.744,-0.230,-0.070
0.747,-0.240,-0.065
0.750,-0.245,-0.070
0.753,-0.230,-0.055
0.756,-0.235,-0.070
0.758,-0.230,-0.075
0.761,-0.245,-0.080
0.764,-0.250,-0.085
0.767,-0.230,-0.070
0.769,-0.235,-0.065
0.772,-0.230,-0.070
0.775,-0.235,-0.070
0.778,-0.250,-0.080
0.781,-0.245,-0.085
0.783,-0.245,-0.075
0.786,-0.235,-0.055
0.789,-0.240,-0.060
0.792,-0.230,-0.060
0.794,-0.235,-0.065
0.797,-0.245,-0.070
0.800,-0.235,-0.060
0.803,-0.230,-0.040
0.806,-0.225,-0.035
0.808,-0.220,-0.040
0.811,-0.220,-0.040
0.814,-0.235,-0.040
0.817,-0.230,-0.040
0.819,-0.220,-0.020
0.822,-0.205,-0.020
0.825,-0.225,-0.040
0.828,-0.230,-0.030
0.831,-0.230,-0.035
0.833,-0.230,-0.015
0.836,-0.215,-0.020
0.839,-0.215,-0.020
0.842,-0.220,-0.030
0.844,-0.235,-0.025
0.847,-0.240,-0.030
0.850,-0.235,-0.035
0.853,-0.230,-0.015
0.856,-0.225,-0.020
0.858,-0.230,-0.035
0.861,-0.250,-0.045
0.864,-0.255,-0.045
0.867,-0.245,-0.035
0.869,-0.240,-0.040
0.872,-0.240,-0.045
0.875,-0.240,-0.045
0.878,-0.255,-0.060
0.881,-0.255,-0.080
0.883,-0.260,-0.065
0.886,-0.245,-0.060
0.889,-0.245,-0.065
0.892,-0.250,-0.090
0.894,-0.265,-0.095
0.897,-0.275,-0.100
0.900,-0.270,-0.095
0.903,-0.250,-0.100
0.906,-0.255,-0.105
0.908,-0.270,-0.115
0.911,-0.275,-0.135
0.914,-0.285,-0.140
0.917,-0.285,-0.135
0.919,-0.265,-0.120
0.922,-0.275,-0.135
0.925,-0.275,-0.145
0.928,-0.280,-0.155
0.931,-0.290,-0.150
0.933,-0.275,-0.150
0.936,-0.275,-0.150
0.939,-0.265,-0.155
0.942,-0.275,-0.160
0.944,-0.290,-0.170
0.947,-0.305,-0.180
0.950,-0.300,-0.170
0.953,-0.290,-0.165
0.956,-0.285,-0.180
0.958,-0.285,-0.185
0.961,-0.295,-0.190
0.964,-0.305,-0.185
0.967,-0.290,-0.185
0.969,-0.295,-0.185
0.972,-0.275,-0.195
0.975,-0.275,-0.190
0.978,-0.305,-0.205
0.981,-0.295,-0.210
0.983,-0.300,-0.205
0.986,-0.285,-0.200
0.989,-0.280,-0.210
0.992,-0.290,-0.215
0.994,-0.305,-0.220
0.997,-0.300,-0.225
1.000,-0.305,-0.215
1.003,-0.290,-0.205
1.006,-0.295,-0.220
1.008,-0.290,-0.215
1.011,-0.305,-0.235
1.014,-0.310,-0.230
1.017,-0.310,-0.220
1.019,-0.290,-0.215
1.022,-0.290,-0.215
1.025,-0.300,-0.220
1.028,-0.295,-0.225
1.031,-0.305,-0.225
1.033,-0.300,-0.220
1.036,-0.295,-0.215
1.039,-0.290,-0.220
1.042,-0.290,-0.215
1.044,-0.295,-0.245
1.047,-0.300,-0.235
1.050,-0.285,-0.230
1.053,-0.280,-0.215
1.056,-0.285,-0.230
1.058,-0.275,-0.230
1.061,-0.305,-0.245
1.064,-0.295,-0.235
1.067,-0.290,-0.230
1.069,-0.285,-0.210
1.072,-0.280,-0.215
1.075,-0.285,-0.230
1.078,-0.300,-0.230
1.081,-0.305,-0.240
1.083,-0.305,-0.220
1.086,-0.290,-0.205
1.089,-0.290,-0.205
1.092,-0.280,-0.215
1.094,-0.285,-0.210
1.097,-0.285,-0.205
1.100,-0.275,-0.170
1.103,-0.270,-0.140
1.106,-0.260,-0.135
1.108,-0.260,-0.150
1.111,-0.255,-0.130
1.114,-0.255,-0.065
1.117,-0.230,0.125
1.119,-0.190,0.490
1.122,-0.155,0.790
1.125,-0.100,0.745
1.128,0.010,0.495
1.131,0.240,0.320
1.133,0.630,0.245
1.136,0.915,0.210
1.139,0.885,0.140
1.142,0.595,0.075
1.144,0.320,-0.010
1.147,0.200,-0.110
1.150,0.190,-0.210
1.153,0.210,-0.350
1.156,0.205,-0.515
1.158,0.210,-0.695
1.161,0.195,-0.885
1.164,0.190,-1.105
1.167,0.200,-1.270
1.169,0.225,-1.405
1.172,0.230,-1.530
1.175,0.220,-1.660
1.178,0.205,-1.815
1.181,0.185,-2.015
1.183,0.195,-2.225
1.186,0.180,-2.420
1.189,0.175,-2.570
1.192,0.155,-2.710
1.194,0.115,-2.830
1.197,0.070,-2.935
1.200,0.045,-3.025
1.203,0.000,-3.085
1.206,-0.040,-3.125
1.208,-0.105,-3.170
1.211,-0.155,-3.205
1.214,-0.215,-3.220
1.217,-0.280,-3.240
1.219,-0.350,-3.220
1.222,-0.405,-3.230
1.225,-0.450,-3.245
1.228,-0.440,-3.240
1.231,-0.390,-3.210
1.233,-0.330,-3.170
1.236,-0.285,-3.095
1.239,-0.280,-2.990
1.242,-0.305,-2.875
1.244,-0.325,-2.755
1.247,-0.365,-2.590
1.250,-0.360,-2.390
1.253,-0.350,-2.175
1.256,-0.335,-1.940
1.258,-0.310,-1.720
1.261,-0.290,-1.480
1.264,-0.290,-1.200
1.267,-0.290,-0.960
1.269,-0.310,-0.745
1.272,-0.320,-0.540
1.275,-0.335,-0.340
1.278,-0.340,-0.140
1.281,-0.345,0.030
1.283,-0.355,0.190
1.286,-0.335,0.355
1.289,-0.335,0.460
1.292,-0.335,0.550
1.294,-0.340,0.635
1.297,-0.345,0.675
1.300,-0.330,0.745
1.303,-0.320,0.795
1.306,-0.305,0.840
1.308,-0.300,0.885
1.311,-0.300,0.920
1.314,-0.300,0.960
1.317,-0.290,1.010
1.319,-0.285,1.050
1.322,-0.285,1.085
1.325,-0.280,1.110
1.328,-0.290,1.140
1.331,-0.280,1.185
1.333,-0.285,1.230
1.336,-0.265,1.275
1.339,-0.265,1.300
1.342,-0.270,1.320
1.344,-0.265,1.350
1.347,-0.270,1.400
1.350,-0.265,1.435
1.353,-0.250,1.490
1.356,-0.245,1.515
1.358,-0.245,1.550
1.361,-0.245,1.570
1.364,-0.250,1.625
1.367,-0.250,1.665
1.369,-0.225,1.700
1.372,-0.225,1.735
1.375,-0.230,1.760
1.378,-0.235,1.785
1.381,-0.245,1.830
1.383,-0.215,1.860
1.386,-0.210,1.900
1.389,-0.195,1.920
1.392,-0.200,1.925
1.394,-0.200,1.935
1.397,-0.205,1.960
1.400,-0.195,1.965
1.403,-0.170,1.985
1.406,-0.160,1.980
1.408,-0.165,1.960
1.411,-0.160,1.935
1.414,-0.165,1.925
1.417,-0.145,1.915
1.419,-0.135,1.895
1.422,-0.135,1.860
1.425,-0.135,1.810
1.428,-0.130,1.760
1.431,-0.135,1.725
1.433,-0.125,1.675
1.436,-0.120,1.630
1.439,-0.110,1.555
1.442,-0.125,1.490
1.444,-0.125,1.420
1.447,-0.135,1.350
1.450,-0.130,1.300
1.453,-0.125,1.235
1.456,-0.120,1.160
1.458,-0.125,1.065
1.461,-0.130,1.000
1.464,-0.140,0.930
1.467,-0.135,0.875
1.469,-0.135,0.830
1.472,-0.130,0.760
1.475,-0.135,0.690
1.478,-0.150,0.635
1.481,-0.160,0.575
1.483,-0.160,0.540
1.486,-0.145,0.495
1.489,-0.150,0.445
1.492,-0.155,0.400
1.494,-0.175,0.340
1.497,-0.190,0.295
1.500,-0.185,0.280
1.503,-0.185,0.245
1.506,-0.185,0.205
1.508,-0.190,0.170
1.511,-0.205,0.140
1.514,-0.205,0.115
1.517,-0.205,0.110
1.519,-0.200,0.095
1.522,-0.205,0.065
1.525,-0.210,0.045
1.528,-0.230,0.030
1.531,-0.220,0.025
1.533,-0.225,0.015
1.536,-0.215,0.020
1.539,-0.220,0.005
1.542,-0.220,-0.020
1.544,-0.230,-0.035
1.547,-0.225,-0.035
1.550,-0.220,-0.040
1.553,-0.225,-0.020
1.556,-0.230,-0.040
1.558,-0.230,-0.045
1.561,-0.235,-0.050
1.564,-0.240,-0.055
1.567,-0.225,-0.045
1.569,-0.225,-0.025
1.572,-0.225,-0.035
1.575,-0.220,-0.040
1.578,-0.225,-0.050
1.581,-0.235,-0.055
1.583,-0.225,-0.035
1.586,-0.220,-0.030
1.589,-0.210,-0.025
1.592,-0.215,-0.035
1.594,-0.230,-0.035
1.597,-0.235,-0.035
1.600,-0.225,-0.030
1.603,-0.210,-0.015
1.606,-0.210,-0.020
1.608,-0.220,-0.015
1.611,-0.220,-0.030
1.614,-0.230,-0.025
1.617,-0.225,-0.005
1.619,-0.215,0.005
1.622,-0.220,0.000
1.625,-0.215,-0.010
1.628,-0.230,-0.015
1.631,-0.230,-0.030
1.633,-0.220,-0.025
1.636,-0.210,-0.005
1.639,-0.215,0.005
1.642,-0.215,-0.020
1.644,-0.225,-0.035
1.647,-0.225,-0.035
1.650,-0.225,-0.030
1.653,-0.215,-0.025
1.656,-0.220,-0.030
1.658,-0.235,-0.040
1.661,-0.240,-0.055
1.664,-0.235,-0.060
1.667,-0.240,-0.050
1.669,-0.230,-0.045
1.672,-0.225,-0.050
1.675,-0.230,-0.070
1.678,-0.240,-0.085
1.681,-0.245,-0.085
1.683,-0.245,-0.085
1.686,-0.240,-0.075
1.689,-0.230,-0.095
1.692,-0.240,-0.110
1.694,-0.245,-0.125
1.697,-0.250,-0.115
1.700,-0.250,-0.115
1.703,-0.245,-0.115
1.706,-0.240,-0.130
1.708,-0.240,-0.145
1.711,-0.255,-0.150
1.714,-0.270,-0.145
1.717,-0.255,-0.150
1.719,-0.255,-0.135
1.722,-0.245,-0.155
1.725,-0.255,-0.165
1.728,-0.260,-0.175
1.731,-0.270,-0.180
1.733,-0.265,-0.175
1.736,-0.265,-0.165
1.739,-0.265,-0.170
1.742,-0.255,-0.190
1.744,-0.265,-0.185
1.747,-0.270,-0.195
1.750,-0.275,-0.190
1.753,-0.260,-0.185
1.756,-0.260,-0.180
1.758,-0.265,-0.200
1.761,-0.270,-0.215
1.764,-0.270,-0.215
1.767,-0.275,-0.205
1.769,-0.260,-0.210
1.772,-0.255,-0.215
1.775,-0.265,-0.215
1.778,-0.280,-0.230
1.781,-0.290,-0.215
1.783,-0.285,-0.215
1.786,-0.270,-0.210
1.789,-0.265,-0.205
1.792,-0.270,-0.220
1.794,-0.280,-0.230
1.797,-0.290,-0.235
1.800,-0.290,-0.215
1.803,-0.275,-0.215
1.806,-0.265,-0.225
1.808,-0.270,-0.230
1.811,-0.290,-0.235
1.814,-0.280,-0.235
1.817,-0.275,-0.235
1.819,-0.260,-0.230
1.822,-0.260,-0.220
1.825,-0.270,-0.240
1.828,-0.285,-0.240
1.831,-0.285,-0.245
1.833,-0.270,-0.245
1.836,-0.265,-0.230
1.839,-0.270,-0.230
1.842,-0.265,-0.240
1.844,-0.285,-0.250
1.847,-0.285,-0.245
1.850,-0.280,-0.235
1.853,-0.265,-0.225
1.856,-0.265,-0.235
1.858,-0.270,-0.245
1.861,-0.270,-0.260
1.864,-0.270,-0.260
1.867,-0.265,-0.235
1.869,-0.265,-0.240
1.872,-0.265,-0.240
1.875,-0.270,-0.255
1.878,-0.270,-0.255
1.881,-0.280,-0.245
1.883,-0.280,-0.245
1.886,-0.260,-0.230
1.889,-0.255,-0.230
1.892,-0.255,-0.235
1.894,-0.260,-0.255
1.897,-0.265,-0.235
1.900,-0.255,-0.225
1.903,-0.245,-0.205
1.906,-0.235,-0.205
1.908,-0.240,-0.185
1.911,-0.230,-0.125
1.914,-0.235,0.065
1.917,-0.195,0.445
1.919,-0.150,0.835
1.922,-0.120,0.890
1.925,-0.035,0.635
1.928,0.170,0.350
1.931,0.515,0.220
1.933,0.870,0.175
1.936,0.870,0.120
1.939,0.570,0.035
1.942,0.275,-0.050
1.944,0.155,-0.160
1.947,0.150,-0.300
1.950,0.175,-0.435
1.953,0.180,-0.610
1.956,0.175,-0.790
1.958,0.160,-1.015
1.961,0.160,-1.225
1.964,0.160,-1.380
1.967,0.170,-1.520
1.969,0.165,-1.625
1.972,0.155,-1.785
1.975,0.135,-1.980
1.978,0.115,-2.200
1.981,0.115,-2.400
1.983,0.120,-2.560
1.986,0.110,-2.670
1.989,0.090,-2.770
1.992,0.040,-2.885
1.994,0.000,-3.005
1.997,-0.060,-3.090
2.000,-0.110,-3.115
2.003,-0.160,-3.150
2.006,-0.205,-3.185
2.008,-0.270,-3.215
2.011,-0.335,-3.245
2.014,-0.425,-3.250
2.017,-0.505,-3.240
2.019,-0.530,-3.245
2.022,-0.520,-3.255
2.025,-0.480,-3.250
2.028,-0.445,-3.245
2.031,-0.405,-3.220
2.033,-0.375,-3.160
2.036,-0.345,-3.080
2.039,-0.335,-2.985
2.042,-0.340,-2.870
2.044,-0.330,-2.740
2.047,-0.320,-2.545
2.050,-0.295,-2.350
2.053,-0.270,-2.090
2.056,-0.255,-1.815
2.058,-0.225,-1.540
2.061,-0.220,-1.275
2.064,-0.225,-1.000
2.067,-0.255,-0.765
2.069,-0.270,-0.530
2.072,-0.290,-0.315
2.075,-0.305,-0.125
2.078,-0.310,0.055
2.081,-0.325,0.250
2.083,-0.320,0.400
2.086,-0.310,0.525
2.089,-0.290,0.610
2.092,-0.295,0.655
2.094,-0.305,0.700
2.097,-0.315,0.750
2.100,-0.305,0.800
2.103,-0.305,0.840
2.106,-0.300,0.880
2.108,-0.300,0.905
2.111,-0.305,0.920
2.114,-0.315,0.960
2.117,-0.305,0.995
2.119,-0.295,1.030
2.122,-0.295,1.045
2.125,-0.310,1.080
2.128,-0.315,1.090
2.131,-0.315,1.135
2.133,-0.320,1.170
2.136,-0.305,1.195
2.139,-0.300,1.215
2.142,-0.315,1.265
2.144,-0.310,1.270
2.147,-0.315,1.325
2.150,-0.305,1.355
2.153,-0.295,1.400
2.156,-0.290,1.430
2.158,-0.300,1.460
2.161,-0.300,1.485
2.164,-0.295,1.525
2.167,-0.295,1.570
2.169,-0.275,1.620
2.172,-0.260,1.640
2.175,-0.280,1.670
2.178,-0.280,1.700
2.181,-0.270,1.740
2.183,-0.260,1.775
2.186,-0.255,1.825
2.189,-0.245,1.855
2.192,-0.240,1.875
2.194,-0.245,1.880
2.197,-0.245,1.910
2.200,-0.235,1.940
2.203,-0.205,1.955
2.206,-0.210,1.970
2.208,-0.200,1.955
2.211,-0.210,1.960
2.214,-0.205,1.955
2.217,-0.180,1.970
2.219,-0.165,1.945
2.222,-0.155,1.935
2.225,-0.155,1.905
2.228,-0.155,1.860
2.231,-0.155,1.830
2.233,-0.140,1.800
2.236,-0.135,1.775
2.239,-0.115,1.720
2.242,-0.125,1.650
2.244,-0.125,1.590
2.247,-0.135,1.525
2.250,-0.120,1.470
2.253,-0.125,1.420
2.256,-0.110,1.340
2.258,-0.115,1.250
2.261,-0.130,1.185
2.264,-0.135,1.120
2.267,-0.130,1.050
2.269,-0.115,0.990
2.272,-0.125,0.915
2.275,-0.115,0.840
2.278,-0.120,0.770
2.281,-0.140,0.705
2.283,-0.125,0.660
2.286,-0.130,0.610
2.289,-0.125,0.550
2.292,-0.135,0.490
2.294,-0.145,0.440
2.297,-0.150,0.385
2.300,-0.150,0.355
2.303,-0.145,0.325
2.306,-0.150,0.280
2.308,-0.175,0.245
2.311,-0.180,0.200
2.314,-0.200,0.185
2.317,-0.190,0.155
2.319,-0.190,0.145
2.322,-0.185,0.130
2.325,-0.200,0.110
2.328,-0.210,0.080
2.331,-0.220,0.065
2.333,-0.210,0.065
2.336,-0.210,0.055
2.339,-0.225,0.050
2.342,-0.225,0.025
2.344,-0.230,0.010
2.347,-0.235,-0.005
2.350,-0.225,0.005
2.353,-0.225,0.010
2.356,-0.220,0.005
2.358,-0.225,0.005
2.361,-0.245,-0.005
2.364,-0.250,0.000
2.367,-0.240,0.000
2.369,-0.235,0.005
2.372,-0.230,0.000
2.375,-0.225,-0.005
2.378,-0.240,-0.020
2.381,-0.240,-0.010
2.383,-0.235,-0.005
2.386,-0.240,0.000
2.389,-0.235,0.005
2.392,-0.245,-0.010
2.394,-0.255,-0.010
2.397,-0.260,-0.010
2.400,-0.255,0.000
2.403,-0.245,0.000
2.406,-0.255,-0.005
2.408,-0.255,-0.015
2.411,-0.255,-0.010
2.414,-0.260,-0.015
2.417,-0.255,-0.015
2.419,-0.240,-0.005
2.422,-0.240,-0.010
2.425,-0.245,-0.020
2.428,-0.265,-0.025
2.431,-0.285,-0.040
2.433,-0.280,-0.025
2.436,-0.275,-0.015
2.439,-0.255,-0.020
2.442,-0.245,-0.050
2.444,-0.250,-0.065
2.447,-0.265,-0.060
2.450,-0.250,-0.060
2.453,-0.250,-0.055
2.456,-0.250,-0.055
2.458,-0.255,-0.075
2.461,-0.275,-0.100
2.464,-0.290,-0.100
2.467,-0.285,-0.085
2.469,-0.290,-0.090
2.472,-0.270,-0.105
2.475,-0.275,-0.110
2.478,-0.280,-0.120
2.481,-0.285,-0.125
2.483,-0.285,-0.115
2.486,-0.290,-0.125
2.489,-0.285,-0.120
2.492,-0.300,-0.125
2.494,-0.295,-0.140
2.497,-0.300,-0.160
2.500,-0.290,-0.145
2.503,-0.290,-0.160
2.506,-0.275,-0.155
2.508,-0.285,-0.175
2.511,-0.310,-0.180
2.514,-0.305,-0.180
2.517,-0.310,-0.175
2.519,-0.305,-0.165
2.522,-0.300,-0.180
2.525,-0.305,-0.185
2.528,-0.305,-0.205
2.531,-0.315,-0.205
2.533,-0.300,-0.190
2.536,-0.295,-0.195
2.539,-0.295,-0.200
2.542,-0.295,-0.210
2.544,-0.310,-0.220
2.547,-0.330,-0.205
2.550,-0.305,-0.205
2.553,-0.300,-0.200
2.556,-0.290,-0.215
2.558,-0.290,-0.215
2.561,-0.300,-0.230
2.564,-0.310,-0.230
2.567,-0.305,-0.220
2.569,-0.300,-0.215
2.572,-0.295,-0.215
2.575,-0.300,-0.235
2.578,-0.305,-0.250
2.581,-0.315,-0.245
2.583,-0.300,-0.235
2.586,-0.305,-0.235
2.589,-0.300,-0.230
2.592,-0.290,-0.240
2.594,-0.305,-0.255
2.597,-0.315,-0.245
2.600,-0.305,-0.245
2.603,-0.305,-0.240
2.606,-0.295,-0.250
2.608,-0.295,-0.250
2.611,-0.305,-0.265
2.614,-0.305,-0.255
2.617,-0.295,-0.240
2.619,-0.305,-0.240
2.622,-0.295,-0.255
2.625,-0.295,-0.255
2.628,-0.315,-0.275
2.631,-0.310,-0.260
2.633,-0.315,-0.250
2.636,-0.300,-0.240
2.639,-0.295,-0.240
2.642,-0.305,-0.255
2.644,-0.310,-0.275
2.647,-0.320,-0.265
2.650,-0.310,-0.255
2.653,-0.300,-0.260
2.656,-0.285,-0.250
2.658,-0.280,-0.255
2.661,-0.285,-0.270
2.664,-0.290,-0.270
2.667,-0.290,-0.250
2.669,-0.270,-0.240
2.672,-0.270,-0.255
2.675,-0.280,-0.260
2.678,-0.295,-0.265
2.681,-0.305,-0.260
2.683,-0.290,-0.250
2.686,-0.290,-0.240
2.689,-0.285,-0.250
2.692,-0.285,-0.255
2.694,-0.285,-0.270
2.697,-0.295,-0.265
2.700,-0.295,-0.250
2.703,-0.280,-0.235
2.706,-0.270,-0.235
2.708,-0.270,-0.255
2.711,-0.275,-0.255
2.714,-0.270,-0.250
2.717,-0.250,-0.235
2.719,-0.240,-0.185
2.722,-0.230,-0.130
2.725,-0.225,0.075
2.728,-0.200,0.440
2.731,-0.170,0.720
2.733,-0.095,0.665
2.736,0.055,0.410
2.739,0.350,0.235
2.742,0.715,0.160
2.744,0.880,0.095
2.747,0.700,0.045
2.750,0.390,-0.025
2.753,0.205,-0.105
2.756,0.150,-0.235
2.758,0.150,-0.375
2.761,0.145,-0.530
2.764,0.125,-0.705
2.767,0.110,-0.900
2.769,0.125,-1.095
2.772,0.135,-1.290
2.775,0.140,-1.600
2.778,0.120,-1.730
2.781,0.110,-1.865
2.783,0.090,-2.015
2.786,0.090,-2.205
2.789,0.090,-2.430
2.792,0.080,-2.590
2.794,0.060,-2.705
2.797,0.045,-2.790
2.800,0.035,-2.875
2.803,-0.010,-2.980
2.806,-0.045,-3.070
2.808,-0.100,-3.145
2.811,-0.170,-3.170
2.814,-0.220,-3.195
2.817,-0.265,-3.205
2.819,-0.310,-3.240
2.822,-0.375,-3.255
2.825,-0.460,-3.280
2.828,-0.550,-3.275
2.831,-0.600,-3.250
2.833,-0.600,-3.260
2.836,-0.590,-3.245
2.839,-0.570,-3.235
2.842,-0.525,-3.235
2.844,-0.500,-3.195
2.847,-0.485,-3.120
2.850,-0.480,-3.025
2.853,-0.485,-2.900
2.856,-0.490,-2.770
