'Elapsed time','V5','V2'
0.814,-0.245,0.220
0.817,-0.260,0.200
0.819,-0.250,0.200
0.822,-0.280,0.205
0.825,-0.260,0.210
0.828,-0.255,0.215
0.831,-0.255,0.220
0.833,-0.255,0.220
0.836,-0.250,0.215
0.839,-0.270,0.195
0.842,-0.260,0.215
0.844,-0.255,0.225
0.847,-0.240,0.225
0.850,-0.235,0.220
0.853,-0.230,0.215
0.856,-0.210,0.215
0.858,-0.205,0.230
0.861,-0.135,0.245
0.864,-0.040,0.275
0.867,0.205,0.315
0.869,0.630,0.415
0.872,0.845,0.695
0.875,0.630,1.000
0.878,0.260,0.980
0.881,0.060,0.710
0.883,0.045,0.495
0.886,0.050,0.420
0.889,0.030,0.415
0.892,0.005,0.410
0.894,-0.010,0.380
0.897,-0.040,0.370
0.900,-0.035,0.365
0.903,-0.040,0.340
0.906,-0.050,0.320
0.908,-0.045,0.320
0.911,-0.060,0.310
0.914,-0.055,0.280
0.917,-0.070,0.255
0.919,-0.090,0.210
0.922,-0.115,0.200
0.925,-0.120,0.185
0.928,-0.130,0.190
0.931,-0.135,0.160
0.933,-0.170,0.145
0.936,-0.220,0.120
0.939,-0.265,0.105
0.942,-0.300,0.090
0.944,-0.330,0.080
0.947,-0.350,0.045
0.950,-0.400,0.030
0.953,-0.465,0.000
0.956,-0.565,-0.015
0.958,-0.630,-0.025
0.961,-0.670,-0.045
0.964,-0.710,-0.040
0.967,-0.750,-0.055
0.969,-0.810,-0.085
0.972,-0.870,-0.110
0.975,-0.905,-0.130
0.978,-0.920,-0.150
0.981,-0.925,-0.195
0.983,-0.930,-0.260
0.986,-0.935,-0.295
0.989,-0.945,-0.335
0.992,-0.935,-0.340
0.994,-0.915,-0.355
0.997,-0.905,-0.395
1.000,-0.895,-0.440
1.003,-0.905,-0.470
1.006,-0.910,-0.510
1.008,-0.880,-0.525
1.011,-0.865,-0.545
1.014,-0.840,-0.580
1.017,-0.800,-0.625
1.019,-0.750,-0.650
1.022,-0.705,-0.670
1.025,-0.660,-0.635
1.028,-0.610,-0.600
1.031,-0.565,-0.570
1.033,-0.520,-0.535
1.036,-0.480,-0.505
1.039,-0.455,-0.445
1.042,-0.405,-0.380
1.044,-0.385,-0.330
1.047,-0.350,-0.270
1.050,-0.330,-0.225
1.053,-0.325,-0.180
1.056,-0.325,-0.150
1.058,-0.320,-0.100
1.061,-0.295,-0.065
1.064,-0.285,-0.040
1.067,-0.275,-0.005
1.069,-0.265,-0.010
1.072,-0.260,0.005
1.075,-0.255,0.030
1.078,-0.260,0.055
1.081,-0.270,0.080
1.083,-0.260,0.085
1.086,-0.265,0.090
1.089,-0.265,0.120
1.092,-0.265,0.145
1.094,-0.245,0.180
1.097,-0.230,0.210
1.100,-0.200,0.220
1.103,-0.200,0.230
1.106,-0.200,0.250
1.108,-0.185,0.280
1.111,-0.175,0.305
1.114,-0.155,0.305
1.117,-0.160,0.305
1.119,-0.145,0.315
1.122,-0.150,0.300
1.125,-0.145,0.310
1.128,-0.135,0.320
1.131,-0.130,0.325
1.133,-0.125,0.335
1.136,-0.125,0.325
1.139,-0.135,0.320
1.142,-0.125,0.325
1.144,-0.120,0.345
1.147,-0.105,0.345
1.150,-0.105,0.345
1.153,-0.110,0.335
1.156,-0.115,0.335
1.158,-0.110,0.355
1.161,-0.095,0.375
1.164,-0.090,0.370
1.167,-0.090,0.375
1.169,-0.090,0.365
1.172,-0.095,0.370
1.175,-0.100,0.370
1.178,-0.085,0.380
1.181,-0.065,0.390
1.183,-0.070,0.385
1.186,-0.095,0.380
1.189,-0.080,0.385
1.192,-0.085,0.395
1.194,-0.080,0.410
1.197,-0.060,0.405
1.200,-0.050,0.405
1.203,-0.070,0.400
1.206,-0.070,0.405
1.208,-0.070,0.420
1.211,-0.060,0.430
1.214,-0.045,0.440
1.217,-0.055,0.435
1.219,-0.055,0.435
1.222,-0.055,0.435
1.225,-0.050,0.460
1.228,-0.045,0.465
1.231,-0.025,0.470
1.233,-0.030,0.475
1.236,-0.030,0.465
1.239,-0.050,0.475
1.242,-0.040,0.485
1.244,-0.030,0.500
1.247,-0.005,0.505
1.250,0.000,0.505
1.253,-0.005,0.500
1.256,-0.020,0.500
1.258,-0.015,0.515
1.261,0.000,0.525
1.264,0.010,0.525
1.267,0.005,0.525
1.269,0.010,0.525
1.272,0.000,0.520
1.275,-0.005,0.535
1.278,0.015,0.540
1.281,0.015,0.550
1.283,0.015,0.545
1.286,0.005,0.540
1.289,0.000,0.535
1.292,-0.005,0.540
1.294,-0.005,0.540
1.297,0.005,0.540
1.300,0.000,0.530
1.303,-0.015,0.520
1.306,-0.030,0.510
1.308,-0.035,0.515
1.311,-0.035,0.520
1.314,-0.035,0.505
1.317,-0.040,0.500
1.319,-0.060,0.480
1.322,-0.080,0.470
1.325,-0.080,0.470
1.328,-0.080,0.470
1.331,-0.075,0.460
1.333,-0.090,0.455
1.336,-0.100,0.435
1.339,-0.120,0.425
1.342,-0.120,0.415
1.344,-0.115,0.415
1.347,-0.115,0.410
1.350,-0.125,0.390
1.353,-0.145,0.375
1.356,-0.160,0.355
1.358,-0.160,0.365
1.361,-0.150,0.370
1.364,-0.160,0.355
1.367,-0.155,0.355
1.369,-0.170,0.335
1.372,-0.175,0.315
1.375,-0.175,0.315
1.378,-0.180,0.335
1.381,-0.175,0.330
1.383,-0.175,0.315
1.386,-0.185,0.295
1.389,-0.200,0.290
1.392,-0.210,0.300
1.394,-0.190,0.305
1.397,-0.190,0.305
1.400,-0.190,0.295
1.403,-0.195,0.280
1.406,-0.215,0.260
1.408,-0.215,0.280
1.411,-0.200,0.275
1.414,-0.195,0.275
1.417,-0.205,0.280
1.419,-0.220,0.250
1.422,-0.235,0.240
1.425,-0.220,0.265
1.428,-0.215,0.270
1.431,-0.205,0.270
1.433,-0.210,0.250
1.436,-0.225,0.240
1.439,-0.235,0.225
1.442,-0.240,0.260
1.444,-0.230,0.260
1.447,-0.225,0.270
1.450,-0.230,0.260
1.453,-0.245,0.240
1.456,-0.235,0.240
1.458,-0.245,0.245
1.461,-0.235,0.245
1.464,-0.235,0.255
1.467,-0.230,0.250
1.469,-0.240,0.235
1.472,-0.260,0.240
1.475,-0.260,0.245
1.478,-0.260,0.250
1.481,-0.250,0.250
1.483,-0.265,0.255
1.486,-0.270,0.235
1.489,-0.280,0.240
1.492,-0.265,0.235
1.494,-0.260,0.250
1.497,-0.255,0.245
1.500,-0.265,0.240
1.503,-0.275,0.230
1.506,-0.285,0.220
1.508,-0.285,0.230
1.511,-0.275,0.240
1.514,-0.265,0.230
1.517,-0.270,0.230
1.519,-0.275,0.230
1.522,-0.290,0.210
1.525,-0.285,0.230
1.528,-0.290,0.230
1.531,-0.275,0.235
1.533,-0.270,0.225
1.536,-0.285,0.200
1.539,-0.310,0.200
1.542,-0.305,0.210
1.544,-0.310,0.230
1.547,-0.295,0.210
1.550,-0.295,0.220
1.553,-0.295,0.205
1.556,-0.310,0.195
1.558,-0.305,0.195
1.561,-0.300,0.205
1.564,-0.295,0.205
1.567,-0.300,0.190
1.569,-0.315,0.190
1.572,-0.320,0.190
1.575,-0.310,0.185
1.578,-0.305,0.200
1.581,-0.305,0.190
1.583,-0.315,0.195
1.586,-0.320,0.185
1.589,-0.335,0.175
1.592,-0.325,0.185
1.594,-0.315,0.195
1.597,-0.315,0.195
1.600,-0.305,0.195
1.603,-0.315,0.185
1.606,-0.320,0.175
1.608,-0.320,0.180
1.611,-0.310,0.195
1.614,-0.310,0.190
1.617,-0.325,0.190
1.619,-0.315,0.175
1.622,-0.320,0.165
1.625,-0.320,0.185
1.628,-0.330,0.185
1.631,-0.310,0.180
1.633,-0.305,0.180
1.636,-0.320,0.170
1.639,-0.325,0.175
1.642,-0.320,0.170
1.644,-0.310,0.175
1.647,-0.305,0.180
1.650,-0.315,0.175
1.653,-0.325,0.160
1.656,-0.330,0.155
1.658,-0.320,0.175
1.661,-0.310,0.180
1.664,-0.305,0.175
1.667,-0.295,0.175
1.669,-0.295,0.170
1.672,-0.305,0.170
1.675,-0.300,0.175
1.678,-0.275,0.180
1.681,-0.270,0.185
1.683,-0.270,0.185
1.686,-0.260,0.185
1.689,-0.240,0.195
1.692,-0.165,0.200
1.694,-0.005,0.240
1.697,0.320,0.280
1.700,0.770,0.415
1.703,0.905,0.705
1.706,0.565,0.965
1.708,0.160,0.905
1.711,-0.015,0.645
1.714,-0.005,0.445
1.717,0.015,0.390
1.719,-0.025,0.365
1.722,-0.075,0.345
1.725,-0.085,0.330
1.728,-0.085,0.315
1.731,-0.080,0.305
1.733,-0.085,0.290
1.736,-0.080,0.255
1.739,-0.095,0.235
1.742,-0.105,0.210
1.744,-0.110,0.180
1.747,-0.130,0.160
1.750,-0.145,0.120
1.753,-0.185,0.090
1.756,-0.195,0.075
1.758,-0.210,0.065
1.761,-0.235,0.060
1.764,-0.265,0.030
1.767,-0.305,0.010
1.769,-0.360,-0.015
1.772,-0.410,-0.040
1.775,-0.460,-0.050
1.778,-0.510,-0.065
1.781,-0.595,-0.095
1.783,-0.695,-0.110
1.786,-0.765,-0.125
1.789,-0.830,-0.145
1.792,-0.865,-0.155
1.794,-0.920,-0.150
1.797,-0.965,-0.170
1.800,-0.995,-0.195
1.803,-1.015,-0.235
1.806,-1.045,-0.290
1.808,-1.050,-0.325
1.811,-1.035,-0.365
1.814,-1.025,-0.395
1.817,-1.045,-0.400
1.819,-1.045,-0.450
1.822,-1.040,-0.480
1.825,-1.020,-0.515
1.828,-1.005,-0.545
1.831,-0.970,-0.580
1.833,-0.930,-0.595
1.836,-0.910,-0.640
1.839,-0.870,-0.670
1.842,-0.805,-0.680
1.844,-0.735,-0.670
1.847,-0.685,-0.640
1.850,-0.630,-0.605
1.853,-0.585,-0.555
1.856,-0.545,-0.505
1.858,-0.495,-0.430
1.861,-0.460,-0.360
1.864,-0.425,-0.295
1.867,-0.400,-0.235
1.869,-0.385,-0.185
1.872,-0.385,-0.135
1.875,-0.375,-0.085
1.878,-0.345,-0.045
1.881,-0.335,0.000
1.883,-0.315,0.015
1.886,-0.310,0.030
1.889,-0.325,0.045
1.892,-0.310,0.075
1.894,-0.295,0.090
1.897,-0.285,0.110
1.900,-0.290,0.105
1.903,-0.285,0.120
1.906,-0.280,0.155
1.908,-0.270,0.190
1.911,-0.225,0.220
1.914,-0.185,0.235
1.917,-0.180,0.260
1.919,-0.175,0.270
1.922,-0.175,0.285
1.925,-0.170,0.300
1.928,-0.135,0.315
1.931,-0.110,0.305
1.933,-0.090,0.320
1.936,-0.080,0.305
1.939,-0.085,0.310
1.942,-0.060,0.325
1.944,-0.065,0.355
1.947,-0.070,0.350
1.950,-0.080,0.345
1.953,-0.095,0.330
1.956,-0.105,0.320
1.958,-0.100,0.335
1.961,-0.105,0.350
1.964,-0.090,0.355
1.967,-0.090,0.355
1.969,-0.095,0.345
1.972,-0.100,0.340
1.975,-0.100,0.345
1.978,-0.080,0.370
1.981,-0.070,0.370
1.983,-0.075,0.375
1.986,-0.090,0.375
1.989,-0.100,0.365
1.992,-0.095,0.370
1.994,-0.085,0.385
1.997,-0.060,0.395
2.000,-0.050,0.395
2.003,-0.060,0.395
2.006,-0.055,0.395
2.008,-0.040,0.400
2.011,-0.030,0.425
2.014,-0.020,0.425
2.017,-0.015,0.430
2.019,-0.040,0.430
2.022,-0.050,0.425
2.025,-0.045,0.440
2.028,-0.030,0.460
2.031,-0.005,0.475
2.033,-0.005,0.470
2.036,-0.025,0.455
2.039,-0.030,0.470
2.042,-0.005,0.485
2.044,0.000,0.500
2.047,0.000,0.505
2.050,0.015,0.500
2.053,0.010,0.495
2.056,-0.005,0.515
2.058,0.020,0.515
2.061,0.030,0.545
2.064,0.030,0.550
2.067,0.060,0.535
2.069,0.065,0.530
2.072,0.030,0.530
2.075,0.045,0.545
2.078,0.055,0.550
2.081,0.050,0.555
2.083,0.050,0.550
2.086,0.045,0.530
2.089,0.025,0.530
2.092,0.030,0.540
2.094,0.035,0.540
2.097,0.035,0.545
2.100,0.030,0.540
2.103,0.010,0.520
2.106,0.000,0.505
2.108,-0.015,0.505
2.111,0.005,0.525
2.114,-0.005,0.505
2.117,-0.020,0.480
2.119,-0.030,0.470
2.122,-0.055,0.460
2.125,-0.050,0.460
2.128,-0.065,0.460
2.131,-0.070,0.435
2.133,-0.095,0.440
2.136,-0.110,0.410
2.139,-0.125,0.400
2.142,-0.120,0.395
2.144,-0.130,0.400
2.147,-0.110,0.395
2.150,-0.115,0.370
2.153,-0.125,0.350
2.156,-0.155,0.350
2.158,-0.160,0.340
2.161,-0.170,0.340
2.164,-0.175,0.330
2.167,-0.180,0.325
2.169,-0.190,0.300
2.172,-0.200,0.295
2.175,-0.205,0.295
2.178,-0.195,0.295
2.181,-0.190,0.285
2.183,-0.190,0.265
2.186,-0.200,0.260
2.189,-0.200,0.265
2.192,-0.205,0.255
2.194,-0.205,0.260
2.197,-0.190,0.255
2.200,-0.200,0.245
2.203,-0.195,0.225
2.206,-0.210,0.215
2.208,-0.225,0.220
2.211,-0.225,0.235
2.214,-0.220,0.220
2.217,-0.225,0.210
2.219,-0.265,0.200
2.222,-0.270,0.190
2.225,-0.255,0.200
2.228,-0.240,0.215
2.231,-0.235,0.220
2.233,-0.245,0.205
2.236,-0.250,0.195
2.239,-0.265,0.195
2.242,-0.260,0.195
2.244,-0.275,0.200
2.247,-0.265,0.205
2.250,-0.255,0.190
2.253,-0.255,0.180
2.256,-0.275,0.175
2.258,-0.255,0.195
2.261,-0.255,0.200
2.264,-0.260,0.195
2.267,-0.260,0.195
2.269,-0.270,0.190
2.272,-0.270,0.185
2.275,-0.270,0.185
2.278,-0.260,0.200
2.281,-0.265,0.195
2.283,-0.275,0.195
2.286,-0.280,0.180
2.289,-0.300,0.175
2.292,-0.290,0.180
2.294,-0.290,0.190
2.297,-0.285,0.190
2.300,-0.285,0.185
2.303,-0.300,0.185
2.306,-0.320,0.170
2.308,-0.295,0.175
2.311,-0.290,0.195
2.314,-0.290,0.190
2.317,-0.300,0.175
2.319,-0.315,0.165
2.322,-0.320,0.160
2.325,-0.315,0.165
2.328,-0.310,0.175
2.331,-0.305,0.175
2.333,-0.305,0.170
2.336,-0.320,0.160
2.339,-0.320,0.145
2.342,-0.320,0.145
2.344,-0.305,0.160
2.347,-0.300,0.165
2.350,-0.305,0.165
2.353,-0.315,0.145
2.356,-0.320,0.135
2.358,-0.325,0.155
2.361,-0.335,0.160
2.364,-0.330,0.145
2.367,-0.330,0.145
2.369,-0.320,0.130
2.372,-0.330,0.130
2.375,-0.330,0.140
2.378,-0.315,0.140
2.381,-0.325,0.135
2.383,-0.325,0.135
2.386,-0.330,0.115
2.389,-0.335,0.115
2.392,-0.325,0.130
2.394,-0.315,0.135
2.397,-0.310,0.135
2.400,-0.315,0.135
2.403,-0.325,0.120
2.406,-0.345,0.120
2.408,-0.350,0.120
2.411,-0.340,0.135
2.414,-0.330,0.125
2.417,-0.325,0.135
2.419,-0.325,0.110
2.422,-0.330,0.105
2.425,-0.340,0.120
2.428,-0.335,0.135
2.431,-0.325,0.130
2.433,-0.325,0.130
2.436,-0.325,0.120
2.439,-0.335,0.115
2.442,-0.340,0.125
2.444,-0.330,0.125
2.447,-0.320,0.120
2.450,-0.310,0.120
2.453,-0.320,0.110
2.456,-0.335,0.115
2.458,-0.330,0.115
2.461,-0.320,0.115
2.464,-0.315,0.125
2.467,-0.290,0.130
2.469,-0.310,0.120
2.472,-0.315,0.120
2.475,-0.300,0.125
2.478,-0.280,0.135
2.481,-0.270,0.135
2.483,-0.255,0.125
2.486,-0.225,0.130
2.489,-0.165,0.150
2.492,0.020,0.170
2.494,0.445,0.230
2.497,0.800,0.470
2.500,0.660,0.815
2.503,0.245,0.835
2.506,-0.020,0.560
2.508,-0.055,0.355
2.511,-0.015,0.320
2.514,0.000,0.320
2.517,-0.030,0.295
2.519,-0.050,0.260
2.522,-0.080,0.235
2.525,-0.080,0.240
2.528,-0.070,0.240
2.531,-0.050,0.220
2.533,-0.065,0.185
2.536,-0.070,0.155
2.539,-0.095,0.105
2.542,-0.095,0.080
2.544,-0.105,0.075
2.547,-0.105,0.055
2.550,-0.100,0.030
2.553,-0.140,0.005
2.556,-0.175,-0.015
2.558,-0.210,-0.025
2.561,-0.245,-0.030
2.564,-0.280,-0.060
2.567,-0.325,-0.090
2.569,-0.385,-0.120
2.572,-0.475,-0.135
2.575,-0.565,-0.145
2.578,-0.650,-0.145
2.581,-0.700,-0.160
2.583,-0.750,-0.170
2.586,-0.825,-0.200
2.589,-0.895,-0.210
2.592,-0.945,-0.230
2.594,-0.970,-0.250
2.597,-0.990,-0.305
2.600,-0.995,-0.350
2.603,-1.010,-0.405
2.606,-1.035,-0.430
2.608,-1.030,-0.440
2.611,-1.040,-0.455
2.614,-1.005,-0.485
2.617,-1.010,-0.530
2.619,-0.990,-0.560
2.622,-0.985,-0.590
2.625,-0.950,-0.615
2.628,-0.895,-0.635
2.631,-0.830,-0.670
2.633,-0.755,-0.680
2.636,-0.725,-0.670
2.639,-0.685,-0.640
2.642,-0.635,-0.590
2.644,-0.560,-0.540
2.647,-0.515,-0.480
2.650,-0.455,-0.430
2.653,-0.440,-0.375
2.656,-0.415,-0.315
2.658,-0.390,-0.245
2.661,-0.365,-0.185
2.664,-0.345,-0.150
2.667,-0.340,-0.110
2.669,-0.325,-0.080
2.672,-0.330,-0.065
2.675,-0.300,-0.030
2.678,-0.305,0.005
2.681,-0.295,0.020
2.683,-0.290,0.030
2.686,-0.305,0.030
2.689,-0.315,0.035
2.692,-0.310,0.075
2.694,-0.300,0.100
2.697,-0.290,0.120
2.700,-0.270,0.130
2.703,-0.255,0.150
2.706,-0.250,0.175
2.708,-0.220,0.195
2.711,-0.215,0.230
2.714,-0.200,0.240
2.717,-0.190,0.245
2.719,-0.175,0.235
2.722,-0.195,0.235
2.725,-0.170,0.240
2.728,-0.165,0.255
2.731,-0.160,0.270
2.733,-0.150,0.260
2.736,-0.165,0.245
2.739,-0.165,0.255
2.742,-0.150,0.255
2.744,-0.145,0.285
2.747,-0.135,0.280
2.750,-0.140,0.275
2.753,-0.135,0.270
2.756,-0.150,0.275
2.758,-0.135,0.285
2.761,-0.110,0.300
2.764,-0.110,0.295
2.767,-0.105,0.300
2.769,-0.110,0.280
2.772,-0.125,0.285
2.775,-0.105,0.320
2.778,-0.100,0.320
2.781,-0.095,0.320
2.783,-0.100,0.320
2.786,-0.110,0.315
2.789,-0.105,0.325
2.792,-0.100,0.335
2.794,-0.085,0.345
2.797,-0.070,0.345
2.800,-0.080,0.340
2.803,-0.085,0.350
2.806,-0.080,0.365
2.808,-0.070,0.390
2.811,-0.050,0.390
2.814,-0.045,0.400
2.817,-0.060,0.395
2.819,-0.060,0.395
2.822,-0.070,0.415
2.825,-0.050,0.435
2.828,-0.035,0.435
2.831,-0.035,0.445
2.833,-0.040,0.435
2.836,-0.055,0.440
2.839,-0.035,0.460
2.842,-0.030,0.475
2.844,-0.015,0.475
2.847,-0.005,0.470
2.850,-0.005,0.460
2.853,-0.005,0.455
2.856,0.005,0.465
2.858,0.015,0.480
2.861,0.025,0.475
2.864,0.040,0.485
2.867,0.025,0.470
2.869,0.025,0.470
2.872,0.040,0.480
2.875,0.050,0.485
2.878,0.065,0.485
2.881,0.070,0.485
2.883,0.070,0.480
2.886,0.065,0.475
2.889,0.070,0.485
2.892,0.085,0.485
2.894,0.100,0.490
2.897,0.110,0.485
2.900,0.100,0.470
2.903,0.080,0.480
2.906,0.085,0.475
2.908,0.075,0.480
2.911,0.060,0.470
2.914,0.035,0.445
2.917,0.015,0.430
2.919,0.000,0.425
2.922,-0.010,0.415
2.925,-0.005,0.425
2.928,-0.020,0.410
2.931,-0.030,0.395
2.933,-0.050,0.375
2.936,-0.080,0.370
2.939,-0.085,0.355
2.942,-0.080,0.350
2.944,-0.065,0.355
2.947,-0.080,0.330
2.950,-0.095,0.315
2.953,-0.105,0.305
2.956,-0.115,0.305
2.958,-0.110,0.315
2.961,-0.110,0.290
2.964,-0.120,0.285
2.967,-0.125,0.275
2.969,-0.145,0.250
2.972,-0.140,0.255
2.975,-0.135,0.260
2.978,-0.135,0.255
