'Elapsed time','MLII','V1'
0.647,-0.125,0.005
0.650,-0.140,0.015
0.653,-0.125,0.030
0.656,-0.105,0.060
0.658,-0.110,0.050
0.661,-0.105,0.045
0.664,-0.065,0.015
0.667,-0.005,-0.010
0.669,0.095,-0.010
0.672,0.215,-0.040
0.675,0.335,-0.075
0.678,0.440,-0.105
0.681,0.560,-0.155
0.683,0.685,-0.160
0.686,0.805,-0.150
0.689,0.910,-0.185
0.692,1.000,-0.235
0.694,1.035,-0.275
0.697,1.015,-0.295
0.700,0.955,-0.290
0.703,0.870,-0.260
0.706,0.735,-0.195
0.708,0.570,-0.150
0.711,0.335,-0.135
0.714,0.130,-0.115
0.717,-0.005,-0.095
0.719,-0.060,-0.075
0.722,-0.085,-0.040
0.725,-0.110,-0.020
0.728,-0.145,-0.030
0.731,-0.190,-0.025
0.733,-0.190,-0.020
0.736,-0.200,0.000
0.739,-0.190,0.015
0.742,-0.200,0.010
0.744,-0.225,0.005
0.747,-0.245,0.010
0.750,-0.260,0.005
0.753,-0.270,0.005
0.756,-0.255,0.015
0.758,-0.250,0.015
0.761,-0.260,0.005
0.764,-0.295,-0.010
0.767,-0.310,0.000
0.769,-0.300,0.000
0.772,-0.290,0.015
0.775,-0.285,0.000
0.778,-0.300,0.010
0.781,-0.320,0.000
0.783,-0.340,0.000
0.786,-0.335,0.025
0.789,-0.320,0.030
0.792,-0.325,0.035
0.794,-0.330,0.035
0.797,-0.340,0.025
0.800,-0.350,0.035
0.803,-0.345,0.050
0.806,-0.350,0.065
0.808,-0.355,0.070
0.811,-0.360,0.065
0.814,-0.365,0.060
0.817,-0.370,0.070
0.819,-0.375,0.080
0.822,-0.365,0.095
0.825,-0.360,0.085
0.828,-0.360,0.090
0.831,-0.375,0.085
0.833,-0.375,0.085
0.836,-0.360,0.080
0.839,-0.345,0.110
0.842,-0.330,0.105
0.844,-0.345,0.085
0.847,-0.350,0.075
0.850,-0.345,0.045
0.853,-0.345,0.050
0.856,-0.345,0.070
0.858,-0.325,0.040
0.861,-0.335,0.035
0.864,-0.345,0.030
0.867,-0.340,0.030
0.869,-0.330,0.040
0.872,-0.315,0.055
0.875,-0.305,0.055
0.878,-0.295,0.035
0.881,-0.300,0.020
0.883,-0.315,0.025
0.886,-0.305,0.035
0.889,-0.290,0.035
0.892,-0.285,0.030
0.894,-0.295,0.030
0.897,-0.305,0.030
0.900,-0.305,0.025
0.903,-0.280,0.030
0.906,-0.260,0.040
0.908,-0.255,0.030
0.911,-0.260,0.025
0.914,-0.265,0.010
0.917,-0.270,0.015
0.919,-0.260,0.030
0.922,-0.240,0.035
0.925,-0.225,0.035
0.928,-0.220,0.020
0.931,-0.220,0.020
0.933,-0.230,0.010
0.936,-0.205,0.025
0.939,-0.190,0.035
0.942,-0.175,0.030
0.944,-0.175,0.025
0.947,-0.195,0.010
0.950,-0.180,0.000
0.953,-0.180,0.000
0.956,-0.175,0.015
0.958,-0.170,0.015
0.961,-0.165,0.010
0.964,-0.175,0.005
0.967,-0.170,0.000
0.969,-0.180,0.035
0.972,-0.175,0.040
0.975,-0.180,0.045
0.978,-0.175,0.050
0.981,-0.185,0.030
0.983,-0.180,0.040
0.986,-0.185,0.055
0.989,-0.170,0.070
0.992,-0.165,0.070
0.994,-0.190,0.050
0.997,-0.190,0.040
1.000,-0.190,0.035
1.003,-0.175,0.050
1.006,-0.165,0.075
1.008,-0.165,0.075
1.011,-0.160,0.060
1.014,-0.165,0.060
1.017,-0.185,0.050
1.019,-0.180,0.065
1.022,-0.170,0.085
1.025,-0.175,0.090
1.028,-0.175,0.085
1.031,-0.180,0.080
1.033,-0.190,0.080
1.036,-0.180,0.095
1.039,-0.160,0.100
1.042,-0.140,0.095
1.044,-0.160,0.090
1.047,-0.150,0.075
1.050,-0.165,0.075
1.053,-0.155,0.090
1.056,-0.145,0.100
1.058,-0.145,0.085
1.061,-0.150,0.080
1.064,-0.165,0.075
1.067,-0.145,0.070
1.069,-0.145,0.070
1.072,-0.125,0.075
1.075,-0.130,0.070
1.078,-0.145,0.045
1.081,-0.155,0.035
1.083,-0.160,0.015
1.086,-0.160,0.020
1.089,-0.135,0.035
1.092,-0.140,0.035
1.094,-0.140,0.025
1.097,-0.155,0.010
1.100,-0.180,0.000
1.103,-0.160,0.005
1.106,-0.145,0.030
1.108,-0.135,0.025
1.111,-0.145,0.020
1.114,-0.165,0.020
1.117,-0.170,0.015
1.119,-0.165,0.035
1.122,-0.165,0.040
1.125,-0.155,0.035
1.128,-0.170,0.045
1.131,-0.170,0.025
1.133,-0.180,0.035
1.136,-0.175,0.050
1.139,-0.155,0.055
1.142,-0.160,0.050
1.144,-0.170,0.035
1.147,-0.170,0.030
1.150,-0.185,0.030
1.153,-0.175,0.050
1.156,-0.165,0.060
1.158,-0.170,0.065
1.161,-0.180,0.050
1.164,-0.195,0.040
1.167,-0.205,0.045
1.169,-0.205,0.045
1.172,-0.180,0.070
1.175,-0.170,0.070
1.178,-0.170,0.070
1.181,-0.190,0.055
1.183,-0.190,0.065
1.186,-0.180,0.075
1.189,-0.160,0.095
1.192,-0.145,0.095
1.194,-0.145,0.080
1.197,-0.165,0.055
1.200,-0.160,0.050
1.203,-0.150,0.060
1.206,-0.140,0.055
1.208,-0.125,0.060
1.211,-0.145,0.035
1.214,-0.145,0.030
1.217,-0.155,0.030
1.219,-0.155,0.030
1.222,-0.140,0.035
1.225,-0.145,0.025
1.228,-0.145,0.005
1.231,-0.160,0.000
1.233,-0.160,0.005
1.236,-0.175,0.005
1.239,-0.160,0.015
1.242,-0.145,0.025
1.244,-0.155,0.015
1.247,-0.155,0.000
1.250,-0.160,0.005
1.253,-0.150,0.010
1.256,-0.140,0.040
1.258,-0.130,0.035
1.261,-0.135,0.025
1.264,-0.160,0.025
1.267,-0.170,0.035
1.269,-0.150,0.060
1.272,-0.145,0.070
1.275,-0.115,0.040
1.278,-0.085,0.025
1.281,-0.035,0.000
1.283,0.070,-0.040
1.286,0.180,-0.040
1.289,0.300,-0.065
1.292,0.415,-0.090
1.294,0.510,-0.120
1.297,0.625,-0.145
1.300,0.745,-0.150
1.303,0.855,-0.170
1.306,0.940,-0.220
1.308,0.960,-0.265
1.311,0.965,-0.310
1.314,0.910,-0.340
1.317,0.850,-0.335
1.319,0.765,-0.300
1.322,0.640,-0.250
1.325,0.460,-0.195
1.328,0.235,-0.155
1.331,0.035,-0.115
1.333,-0.070,-0.075
1.336,-0.110,-0.050
1.339,-0.145,0.005
1.342,-0.170,0.020
1.344,-0.205,0.015
1.347,-0.235,0.015
1.350,-0.250,0.025
1.353,-0.250,0.045
1.356,-0.255,0.050
1.358,-0.260,0.050
1.361,-0.265,0.040
1.364,-0.290,0.035
1.367,-0.305,0.035
1.369,-0.315,0.045
1.372,-0.300,0.060
1.375,-0.295,0.040
1.378,-0.305,0.030
1.381,-0.330,0.020
1.383,-0.360,0.030
1.386,-0.370,0.030
1.389,-0.370,0.045
1.392,-0.340,0.045
1.394,-0.350,0.025
1.397,-0.370,0.030
1.400,-0.370,0.020
1.403,-0.380,0.035
1.406,-0.365,0.045
1.408,-0.360,0.040
1.411,-0.375,0.050
1.414,-0.380,0.035
1.417,-0.385,0.035
1.419,-0.390,0.055
1.422,-0.380,0.070
1.425,-0.375,0.070
1.428,-0.395,0.070
1.431,-0.410,0.070
1.433,-0.420,0.065
1.436,-0.405,0.075
1.439,-0.395,0.095
1.442,-0.385,0.090
1.444,-0.395,0.070
1.447,-0.400,0.050
1.450,-0.395,0.065
1.453,-0.390,0.075
1.456,-0.390,0.080
1.458,-0.370,0.085
1.461,-0.375,0.070
1.464,-0.405,0.065
1.467,-0.410,0.065
1.469,-0.405,0.075
1.472,-0.375,0.080
1.475,-0.360,0.085
1.478,-0.385,0.065
1.481,-0.390,0.060
1.483,-0.390,0.070
1.486,-0.390,0.070
1.489,-0.360,0.075
1.492,-0.345,0.085
1.494,-0.355,0.075
1.497,-0.360,0.075
1.500,-0.370,0.075
1.503,-0.345,0.080
1.506,-0.335,0.105
1.508,-0.330,0.090
1.511,-0.335,0.080
1.514,-0.360,0.075
1.517,-0.335,0.075
1.519,-0.330,0.075
1.522,-0.330,0.080
1.525,-0.320,0.080
1.528,-0.315,0.065
1.531,-0.325,0.055
1.533,-0.335,0.050
1.536,-0.325,0.050
1.539,-0.300,0.055
1.542,-0.295,0.055
1.544,-0.290,0.035
1.547,-0.290,0.020
1.550,-0.305,0.015
1.553,-0.295,0.020
1.556,-0.275,0.035
1.558,-0.240,0.035
1.561,-0.245,0.025
1.564,-0.260,0.015
1.567,-0.255,0.020
1.569,-0.260,0.020
1.572,-0.240,0.040
1.575,-0.235,0.035
1.578,-0.230,0.040
1.581,-0.235,0.025
1.583,-0.235,0.015
1.586,-0.235,0.030
1.589,-0.230,0.050
1.592,-0.225,0.050
1.594,-0.230,0.050
1.597,-0.245,0.045
1.600,-0.250,0.050
1.603,-0.245,0.065
1.606,-0.230,0.085
1.608,-0.235,0.090
1.611,-0.240,0.085
1.614,-0.240,0.080
1.617,-0.245,0.085
1.619,-0.260,0.100
1.622,-0.245,0.120
1.625,-0.235,0.115
1.628,-0.250,0.105
1.631,-0.255,0.100
1.633,-0.255,0.095
1.636,-0.250,0.095
1.639,-0.245,0.115
1.642,-0.235,0.105
1.644,-0.260,0.105
1.647,-0.260,0.095
1.650,-0.255,0.095
1.653,-0.250,0.095
1.656,-0.230,0.120
1.658,-0.230,0.115
1.661,-0.235,0.120
1.664,-0.240,0.095
1.667,-0.235,0.090
1.669,-0.245,0.100
1.672,-0.225,0.095
1.675,-0.230,0.085
1.678,-0.230,0.070
1.681,-0.250,0.055
1.683,-0.245,0.045
1.686,-0.250,0.020
1.689,-0.245,0.025
1.692,-0.230,0.015
1.694,-0.230,-0.015
1.697,-0.235,-0.040
1.700,-0.230,-0.060
1.703,-0.190,-0.060
1.706,-0.145,-0.045
1.708,-0.145,-0.030
1.711,-0.240,-0.005
1.714,-0.425,0.025
1.717,-0.625,0.060
1.719,-0.760,0.115
1.722,-0.830,0.160
1.725,-0.880,0.210
1.728,-0.905,0.245
1.731,-0.935,0.295
1.733,-0.930,0.365
1.736,-0.935,0.440
1.739,-0.935,0.520
1.742,-0.955,0.575
1.744,-0.945,0.600
1.747,-0.925,0.625
1.750,-0.905,0.645
1.753,-0.875,0.660
1.756,-0.835,0.615
1.758,-0.795,0.560
1.761,-0.755,0.510
1.764,-0.725,0.510
1.767,-0.695,0.530
1.769,-0.660,0.560
1.772,-0.630,0.610
1.775,-0.620,0.635
1.778,-0.620,0.630
1.781,-0.635,0.665
1.783,-0.610,0.675
1.786,-0.575,0.700
1.789,-0.530,0.725
1.792,-0.525,0.715
1.794,-0.475,0.675
1.797,-0.460,0.600
1.800,-0.420,0.510
1.803,-0.360,0.420
1.806,-0.305,0.360
1.808,-0.280,0.295
1.811,-0.275,0.200
1.814,-0.255,0.125
1.817,-0.240,0.070
1.819,-0.215,0.035
1.822,-0.195,0.010
1.825,-0.180,-0.005
1.828,-0.175,-0.020
1.831,-0.190,-0.035
1.833,-0.185,-0.035
1.836,-0.175,-0.045
1.839,-0.145,-0.030
1.842,-0.140,-0.050
1.844,-0.140,-0.060
1.847,-0.155,-0.090
1.850,-0.150,-0.080
1.853,-0.150,-0.095
1.856,-0.145,-0.090
1.858,-0.125,-0.100
1.861,-0.130,-0.100
1.864,-0.140,-0.110
1.867,-0.150,-0.125
1.869,-0.135,-0.115
1.872,-0.105,-0.115
1.875,-0.105,-0.120
1.878,-0.090,-0.130
1.881,-0.090,-0.145
1.883,-0.070,-0.140
1.886,-0.060,-0.135
1.889,-0.055,-0.130
1.892,-0.040,-0.155
1.894,-0.035,-0.160
1.897,-0.025,-0.180
1.900,-0.035,-0.190
1.903,-0.010,-0.180
1.906,0.005,-0.170
1.908,0.015,-0.165
1.911,0.015,-0.185
1.914,0.000,-0.205
1.917,0.025,-0.205
1.919,0.045,-0.210
1.922,0.060,-0.205
1.925,0.085,-0.200
1.928,0.080,-0.220
1.931,0.085,-0.220
1.933,0.080,-0.225
1.936,0.095,-0.215
1.939,0.110,-0.215
1.942,0.130,-0.225
1.944,0.140,-0.240
1.947,0.145,-0.255
1.950,0.140,-0.270
1.953,0.150,-0.270
1.956,0.160,-0.270
1.958,0.165,-0.270
1.961,0.165,-0.285
1.964,0.165,-0.295
1.967,0.155,-0.295
1.969,0.155,-0.280
1.972,0.180,-0.265
1.975,0.180,-0.260
1.978,0.170,-0.270
1.981,0.160,-0.290
1.983,0.140,-0.290
1.986,0.140,-0.270
1.989,0.150,-0.255
1.992,0.140,-0.245
1.994,0.125,-0.255
1.997,0.095,-0.260
2.000,0.080,-0.255
2.003,0.085,-0.240
2.006,0.065,-0.220
2.008,0.065,-0.220
2.011,0.040,-0.235
2.014,0.015,-0.220
2.017,-0.015,-0.225
2.019,-0.035,-0.210
2.022,-0.050,-0.195
2.025,-0.050,-0.195
2.028,-0.055,-0.185
2.031,-0.080,-0.190
2.033,-0.090,-0.185
2.036,-0.100,-0.170
2.039,-0.110,-0.155
2.042,-0.105,-0.135
2.044,-0.125,-0.145
2.047,-0.150,-0.145
2.050,-0.160,-0.135
2.053,-0.165,-0.115
2.056,-0.155,-0.085
2.058,-0.160,-0.075
2.061,-0.160,-0.080
2.064,-0.195,-0.080
2.067,-0.205,-0.070
2.069,-0.210,-0.040
2.072,-0.190,-0.020
2.075,-0.190,-0.010
2.078,-0.205,-0.005
2.081,-0.215,-0.010
2.083,-0.215,0.015
2.086,-0.220,0.030
2.089,-0.200,0.050
2.092,-0.205,0.060
2.094,-0.200,0.060
2.097,-0.215,0.040
2.100,-0.215,0.050
2.103,-0.235,0.055
2.106,-0.215,0.085
2.108,-0.205,0.065
2.111,-0.215,0.065
2.114,-0.225,0.045
2.117,-0.230,0.045
2.119,-0.235,0.065
2.122,-0.215,0.080
2.125,-0.205,0.080
2.128,-0.210,0.080
2.131,-0.215,0.075
2.133,-0.210,0.070
2.136,-0.210,0.085
2.139,-0.195,0.075
2.142,-0.195,0.080
2.144,-0.200,0.070
2.147,-0.220,0.035
2.150,-0.215,0.030
2.153,-0.210,0.035
2.156,-0.200,0.045
2.158,-0.195,0.050
2.161,-0.205,0.025
2.164,-0.220,0.025
2.167,-0.230,0.010
2.169,-0.240,0.010
2.172,-0.240,0.020
2.175,-0.230,0.000
2.178,-0.235,-0.010
2.181,-0.255,-0.015
2.183,-0.260,-0.030
2.186,-0.260,-0.005
2.189,-0.255,0.005
2.192,-0.240,0.005
2.194,-0.245,-0.010
2.197,-0.280,-0.010
2.200,-0.280,-0.005
2.203,-0.275,0.010
2.206,-0.270,0.020
2.208,-0.265,0.035
2.211,-0.270,0.040
2.214,-0.275,0.030
2.217,-0.290,0.045
2.219,-0.280,0.055
2.222,-0.265,0.065
2.225,-0.265,0.075
2.228,-0.265,0.080
2.231,-0.265,0.070
2.233,-0.275,0.075
2.236,-0.270,0.090
2.239,-0.260,0.115
2.242,-0.250,0.105
2.244,-0.260,0.100
2.247,-0.275,0.080
2.250,-0.280,0.070
2.253,-0.255,0.090
2.256,-0.250,0.095
2.258,-0.245,0.090
2.261,-0.265,0.070
2.264,-0.270,0.075
2.267,-0.265,0.070
2.269,-0.255,0.075
2.272,-0.230,0.090
2.275,-0.235,0.090
2.278,-0.245,0.070
2.281,-0.245,0.070
2.283,-0.250,0.080
2.286,-0.255,0.090
2.289,-0.245,0.090
2.292,-0.230,0.085
2.294,-0.230,0.080
2.297,-0.235,0.050
2.300,-0.245,0.055
2.303,-0.235,0.070
2.306,-0.235,0.070
2.308,-0.235,0.070
2.311,-0.235,0.055
2.314,-0.240,0.020
2.317,-0.255,-0.005
2.319,-0.250,-0.005
2.322,-0.265,-0.020
2.325,-0.260,-0.025
2.328,-0.265,-0.045
2.331,-0.265,-0.060
2.333,-0.260,-0.085
2.336,-0.245,-0.065
2.339,-0.245,-0.060
2.342,-0.235,-0.060
2.344,-0.245,-0.060
2.347,-0.245,-0.055
2.350,-0.230,-0.055
2.353,-0.220,-0.040
2.356,-0.215,-0.020
2.358,-0.205,-0.010
2.361,-0.210,-0.025
2.364,-0.210,-0.025
2.367,-0.220,-0.020
2.369,-0.205,0.000
2.372,-0.190,0.000
2.375,-0.150,0.000
2.378,-0.075,-0.035
2.381,0.010,-0.045
2.383,0.100,-0.065
2.386,0.210,-0.080
2.389,0.315,-0.105
2.392,0.425,-0.110
2.394,0.540,-0.125
2.397,0.645,-0.155
2.400,0.715,-0.210
2.403,0.805,-0.260
2.406,0.850,-0.295
2.408,0.850,-0.330
2.411,0.790,-0.345
2.414,0.680,-0.300
2.417,0.550,-0.235
2.419,0.375,-0.170
2.422,0.180,-0.125
2.425,0.025,-0.085
2.428,-0.065,-0.060
2.431,-0.110,-0.045
2.433,-0.160,-0.025
2.436,-0.200,-0.010
2.439,-0.225,0.010
2.442,-0.230,0.020
2.444,-0.245,0.010
2.447,-0.280,0.000
2.450,-0.295,0.015
2.453,-0.295,0.020
2.456,-0.320,0.020
2.458,-0.305,0.010
2.461,-0.315,-0.005
2.464,-0.335,-0.035
2.467,-0.350,-0.045
2.469,-0.350,-0.045
2.472,-0.350,-0.035
2.475,-0.360,-0.040
2.478,-0.365,-0.045
2.481,-0.375,-0.060
2.483,-0.375,-0.070
2.486,-0.385,-0.040
2.489,-0.365,-0.025
2.492,-0.365,-0.025
2.494,-0.370,-0.025
2.497,-0.380,-0.040
2.500,-0.385,-0.030
2.503,-0.375,-0.005
2.506,-0.355,0.010
2.508,-0.345,0.020
2.511,-0.360,0.020
2.514,-0.370,0.015
2.517,-0.380,0.030
2.519,-0.380,0.035
2.522,-0.375,0.060
2.525,-0.370,0.060
2.528,-0.385,0.065
2.531,-0.390,0.055
2.533,-0.380,0.055
2.536,-0.390,0.090
2.539,-0.365,0.085
2.542,-0.355,0.085
2.544,-0.365,0.085
2.547,-0.375,0.070
2.550,-0.375,0.075
2.553,-0.375,0.070
2.556,-0.360,0.090
2.558,-0.365,0.080
2.561,-0.355,0.065
2.564,-0.375,0.040
2.567,-0.380,0.035
2.569,-0.370,0.045
2.572,-0.355,0.060
2.575,-0.350,0.055
2.578,-0.355,0.050
2.581,-0.370,0.030
2.583,-0.375,0.020
2.586,-0.355,0.010
2.589,-0.340,0.020
2.592,-0.340,0.005
2.594,-0.345,-0.010
2.597,-0.380,-0.030
2.600,-0.360,-0.030
2.603,-0.350,-0.025
2.606,-0.345,-0.025
2.608,-0.335,-0.025
2.611,-0.335,-0.025
2.614,-0.345,-0.035
2.617,-0.355,-0.035
2.619,-0.345,-0.040
2.622,-0.340,-0.025
2.625,-0.325,-0.020
2.628,-0.335,-0.030
2.631,-0.320,-0.030
2.633,-0.320,-0.040
2.636,-0.315,-0.020
2.639,-0.280,-0.010
2.642,-0.270,-0.015
2.644,-0.270,-0.010
2.647,-0.270,-0.025
2.650,-0.265,-0.005
2.653,-0.245,-0.005
2.656,-0.230,0.030
2.658,-0.220,0.035
2.661,-0.215,0.035
2.664,-0.215,0.015
2.667,-0.215,0.020
2.669,-0.200,0.025
2.672,-0.190,0.045
2.675,-0.170,0.045
2.678,-0.175,0.055
2.681,-0.185,0.040
2.683,-0.190,0.045
2.686,-0.180,0.065
2.689,-0.170,0.070
2.692,-0.160,0.070
2.694,-0.180,0.060
2.697,-0.165,0.050
2.700,-0.160,0.040
2.703,-0.160,0.040
2.706,-0.140,0.055
2.708,-0.150,0.040
2.711,-0.155,0.025
2.714,-0.155,-0.005
2.717,-0.160,-0.020
2.719,-0.160,-0.015
2.722,-0.155,-0.010
2.725,-0.155,-0.010
2.728,-0.125,-0.020
2.731,-0.150,-0.035
2.733,-0.160,-0.045
2.736,-0.145,-0.040
2.739,-0.115,-0.015
2.742,-0.105,-0.015
2.744,-0.115,-0.030
2.747,-0.120,-0.025
2.750,-0.140,-0.015
2.753,-0.115,-0.005
2.756,-0.105,0.010
2.758,-0.100,0.020
2.761,-0.110,0.000
2.764,-0.125,-0.005
2.767,-0.130,-0.005
2.769,-0.130,0.010
2.772,-0.115,0.010
2.775,-0.115,0.005
2.778,-0.135,0.000
2.781,-0.135,0.000
2.783,-0.130,0.010
2.786,-0.120,0.000
2.789,-0.115,0.020
2.792,-0.120,0.010
2.794,-0.135,0.010
2.797,-0.130,0.015
2.800,-0.125,0.010
2.803,-0.125,0.035
2.806,-0.105,0.025
2.808,-0.115,0.030
2.811,-0.120,0.025
2.814,-0.130,0.025
2.817,-0.135,0.040
2.819,-0.120,0.065
2.822,-0.125,0.055
2.825,-0.130,0.055
2.828,-0.130,0.065
2.831,-0.145,0.060
2.833,-0.130,0.070
2.836,-0.135,0.065
2.839,-0.115,0.065
2.842,-0.120,0.035
2.844,-0.120,0.020
2.847,-0.135,0.010
2.850,-0.125,0.010
2.853,-0.115,0.020
2.856,-0.090,0.005
2.858,-0.110,-0.010
2.861,-0.110,-0.025
2.864,-0.125,-0.020
2.867,-0.105,-0.025
2.869,-0.090,0.000
2.872,-0.085,-0.005
2.875,-0.085,-0.010
2.878,-0.100,-0.015
2.881,-0.095,-0.015
2.883,-0.090,0.010
2.886,-0.075,0.015
2.889,-0.060,0.015
2.892,-0.080,0.005
2.894,-0.080,0.005
2.897,-0.090,0.010
2.900,-0.090,0.010
2.903,-0.075,0.045
2.906,-0.070,0.030
2.908,-0.080,0.025
2.911,-0.085,0.015
2.914,-0.090,0.010
2.917,-0.090,0.020
2.919,-0.065,0.025
2.922,-0.060,0.030
2.925,-0.065,0.010
2.928,-0.085,0.000
2.931,-0.095,0.000
2.933,-0.090,0.005
2.936,-0.075,0.010
2.939,-0.055,0.005
2.942,-0.065,0.005
